k,status,x,y,w,h,rx,ry,lx,ly,nx,ny
0,FAILED,,,,,,,,,,
1,OK,294,123,695,695,541.87,422.7,720.92,417.78,652.09,521.03
2,OK,293,132,695,695,540.84,430.98,719.87,425.28,651.62,531.17
3,OK,290,132,704,704,540.89,434.3,722.04,426.34,653.05,538.16
4,OK,286,126,712,712,541.1,431.7,724.53,426.21,652.33,536.89
5,OK,294,128,702,702,545.18,429.43,726.01,424.29,656.19,532.45
6,OK,300,129,697,697,548.36,425.77,727.93,423.9,658.01,530.01
7,OK,289,120,703,703,539.67,421.97,720.62,413.34,650.09,525.73
8,OK,286,111,698,698,534.79,413.71,714.37,403.35,645.62,512.54
9,OK,274,103,706,706,525.95,411.4,707.3,397.03,638.61,509.56
10,OK,259,89,720,720,517.65,406.23,702.67,394.08,627.98,499.82
11,OK,267,95,702,702,519.71,401.4,700.18,391.77,626.66,497.36
12,OK,260,87,702,702,514.78,393.91,695.17,382.5,618.25,489.43
13,OK,251,73,716,716,512.56,387.38,696.56,376.89,615.2,481.12
14,OK,257,77,703,703,513.74,382.47,694.59,373.89,613.63,477.97
15,OK,256,72,703,703,512.96,378.2,694.1,373.29,611.04,471.76
16,OK,247,62,707,707,506.11,368.07,688.17,369.01,603.56,462.77
17,OK,246,66,701,701,502.98,369.05,683.48,371.76,598.86,462.48
18,OK,233,64,709,709,494.67,371.94,677.29,372.06,588.61,465.27
19,OK,215,53,727,727,485.96,372.37,673.17,370.12,577.92,462.51
20,OK,202,54,727,727,475.95,374.2,663.11,370.97,560.81,463.3
21,OK,199,55,721,721,472.54,375.14,658.03,368.1,553.2,459.12
22,OK,210,63,701,701,477.1,368.16,657.78,367.63,552.98,459.31
23,OK,211,55,713,713,481.93,365.59,665.45,368.32,560.73,456.4
24,OK,222,54,720,720,491.84,369.72,677.28,368.55,580.13,459.27
25,OK,245,66,706,706,505.0,378.13,686.71,368.79,601.15,465.05
26,OK,261,59,707,707,519.4,370.02,701.59,368.81,619.33,456.23
27,OK,259,64,702,702,516.02,371.6,696.68,368.05,614.82,460.69
28,OK,256,72,703,703,512.93,376.62,694.1,374.08,610.74,471.33
29,OK,251,67,715,715,512.75,376.94,696.93,376.14,611.54,472.65
30,OK,251,66,708,708,512.34,374.48,694.72,374.62,608.34,467.06
31,OK,256,65,705,705,515.35,370.81,696.83,374.45,611.08,461.89
32,OK,284,62,702,702,536.86,365.27,717.54,373.24,644.1,457.35
33,OK,291,58,709,709,545.36,362.79,727.6,374.2,654.55,456.65
34,OK,288,62,709,709,543.45,365.33,725.61,379.58,649.9,461.5
35,OK,289,62,705,705,542.61,364.64,723.92,375.13,650.59,459.57
36,OK,293,59,701,701,544.52,362.48,724.86,372.55,652.61,452.05
37,OK,291,55,704,704,544.21,364.57,725.48,369.43,652.86,447.64
38,OK,286,45,715,715,540.38,365.87,724.65,363.95,653.72,439.97
39,OK,290,45,710,710,545.58,363.45,728.39,359.32,653.14,439.21
40,OK,299,55,699,699,551.02,364.16,731.14,362.66,656.17,446.55
41,OK,291,48,706,706,545.3,361.58,726.97,366.25,651.87,439.78
42,OK,261,45,723,723,525.46,367.54,711.54,372.43,627.25,442.74
43,OK,255,53,716,716,518.3,368.17,702.64,373.8,615.91,452.71
44,OK,260,62,714,714,519.37,372.63,703.32,377.48,624.64,463.44
45,OK,272,75,702,702,522.84,379.69,703.59,380.52,633.55,473.23
46,OK,261,72,714,714,517.31,381.22,701.29,380.16,627.48,478.44
47,OK,258,71,715,715,515.37,384.54,699.43,377.4,624.36,476.77
48,OK,257,73,716,716,516.05,385.6,700.37,377.66,623.66,481.24
49,OK,273,81,697,697,523.83,384.44,703.26,378.86,629.79,477.98
50,OK,269,64,724,724,527.76,385.02,713.85,374.36,641.85,473.03
51,OK,279,62,732,732,537.58,386.36,725.59,373.28,658.57,476.59
52,OK,280,65,734,734,538.68,391.64,727.02,375.22,661.35,481.92
53,OK,277,62,729,729,535.94,386.84,723.31,373.66,652.66,473.55
54,OK,276,67,717,717,531.15,385.26,715.41,372.82,646.53,472.17
55,OK,258,68,724,724,518.13,393.28,703.88,376.71,630.15,476.5
56,OK,249,83,719,719,507.64,404.29,691.41,380.87,617.83,491.98
57,OK,244,92,726,726,502.41,415.4,687.01,385.12,620.42,511.38
58,OK,231,95,733,733,494.14,421.19,680.58,391.6,608.47,516.5
59,OK,228,97,734,734,491.51,426.24,678.13,396.49,605.8,517.77
60,OK,233,100,730,730,493.38,426.44,678.74,394.22,610.06,520.68
61,OK,241,99,724,724,498.69,426.56,681.55,390.46,616.11,513.71
62,OK,249,100,721,721,503.48,428.17,684.49,386.58,625.05,512.74
63,OK,243,86,731,731,502.24,428.73,684.58,382.04,623.89,497.94
64,OK,225,73,740,740,491.49,424.39,676.32,378.21,606.45,486.46
65,OK,223,71,730,730,489.39,416.07,674.16,380.76,595.32,474.51
66,OK,234,67,713,713,493.79,409.14,674.48,375.99,597.28,453.44
67,OK,228,39,736,736,495.22,393.44,681.96,360.62,604.87,438.7
68,OK,237,42,733,733,501.27,389.99,687.87,361.73,612.7,441.21
69,OK,242,47,737,737,507.11,390.76,695.4,367.43,619.51,452.39
70,OK,240,47,742,742,507.12,394.96,696.32,368.79,621.12,454.21
71,OK,253,61,726,726,514.75,393.23,700.43,370.49,625.98,467.71
72,OK,257,63,727,727,517.53,397.81,703.28,373.68,630.59,468.06
73,OK,250,50,741,741,515.17,394.24,704.91,374.06,630.57,457.34
74,OK,239,52,732,732,506.78,390.32,694.39,371.41,611.18,456.6
75,OK,225,60,735,735,496.54,393.25,685.15,375.75,593.74,470.02
