k,status,x,y,w,h,rx,ry,lx,ly,nx,ny
0,FAILED,,,,,,,,,,
1,OK,268,61,725,725,527.36,382.94,714.09,378.45,639.55,465.45
2,OK,269,65,719,719,527.31,383.3,712.49,379.67,636.9,467.83
3,OK,268,60,727,727,527.48,384.31,714.6,377.59,641.37,466.07
4,OK,266,59,727,727,526.71,383.01,713.84,377.29,639.65,465.68
5,OK,271,63,721,721,528.54,383.17,714.09,377.92,640.73,465.68
6,OK,269,62,722,722,527.81,383.84,713.57,377.44,640.67,466.67
7,OK,275,69,710,710,529.47,383.21,712.42,379.3,639.3,467.69
8,OK,268,63,722,722,527.26,383.33,713.26,379.18,638.72,467.01
9,OK,272,69,714,714,528.85,384.38,712.72,381.3,637.54,469.72
10,OK,275,71,709,709,529.99,383.88,712.64,380.51,637.56,469.62
11,OK,273,72,708,708,528.58,385.19,711.01,381.56,635.49,469.87
12,OK,270,64,718,718,528.4,382.98,713.21,378.56,638.38,465.41
13,OK,274,72,708,708,528.95,384.83,711.18,380.78,636.08,470.34
14,OK,274,73,708,708,529.52,385.23,711.74,381.05,636.78,471.72
15,OK,273,71,711,711,529.17,384.57,712.38,382.28,636.18,470.49
16,OK,272,70,712,712,528.81,384.13,712.21,380.53,636.73,470.43
17,OK,272,71,712,712,529.1,384.3,712.41,381.02,637.19,471.4
18,OK,273,69,713,713,529.72,382.97,713.34,380.87,638.08,468.22
19,OK,274,69,711,711,529.15,383.85,712.1,377.48,638.39,468.22
20,OK,273,70,708,708,527.71,382.19,709.92,375.95,636.44,470.22
21,OK,271,69,714,714,528.03,386.1,711.69,379.0,637.85,470.45
22,OK,272,68,714,714,527.79,386.21,711.48,377.17,639.19,469.76
23,OK,275,70,709,709,529.2,380.61,711.76,376.87,638.27,470.06
24,OK,275,67,711,711,529.23,378.94,712.34,374.54,639.89,467.79
25,OK,276,69,709,709,529.65,378.75,712.32,374.95,639.93,469.47
26,OK,275,68,710,710,530.02,379.32,712.86,375.93,639.66,469.61
27,OK,277,70,708,708,530.62,383.56,712.97,377.07,641.39,469.35
28,OK,276,67,713,713,530.15,382.91,713.71,376.12,643.24,467.83
29,OK,275,67,713,713,529.31,381.68,712.75,375.69,640.99,467.6
30,OK,273,66,714,714,528.18,382.06,711.96,375.03,640.53,467.6
31,OK,274,66,712,712,529.46,381.11,712.75,375.99,640.71,467.4
