k,status,x,y,w,h,rx,ry,lx,ly,nx,ny
0,FAILED,,,,,,,,,,
1,OK,285,202,645,645,541.87,422.7,720.92,417.78,652.09,521.03
2,OK,284,204,647,647,540.84,430.98,719.87,425.28,651.62,531.17
3,OK,280,202,656,656,540.89,434.3,722.04,426.34,653.05,538.16
4,OK,279,200,661,661,541.1,431.7,724.53,426.21,652.33,536.89
5,OK,280,200,660,660,545.18,429.43,726.01,424.29,656.19,532.45
6,OK,281,199,659,659,548.36,425.77,727.93,423.9,658.01,530.01
7,OK,277,193,667,667,539.67,421.97,720.62,413.34,650.09,525.73
8,OK,275,189,667,667,534.79,413.71,714.37,403.35,645.62,512.54
9,OK,271,184,668,668,525.95,411.4,707.3,397.03,638.61,509.56
10,OK,268,183,666,666,517.65,406.23,702.67,394.08,627.98,499.82
11,OK,271,180,654,654,519.71,401.4,700.18,391.77,626.66,497.36
12,OK,275,175,646,646,514.78,393.91,695.17,382.5,618.25,489.43
13,OK,276,171,644,644,512.56,387.38,696.56,376.89,615.2,481.12
14,OK,275,168,647,647,513.74,382.47,694.59,373.89,613.63,477.97
15,OK,275,167,645,645,512.96,378.2,694.1,373.29,611.04,471.76
16,OK,273,164,638,638,506.11,368.07,688.17,369.01,603.56,462.77
17,OK,273,165,629,629,502.98,369.05,683.48,371.76,598.86,462.48
18,OK,271,165,626,626,494.67,371.94,677.29,372.06,588.61,465.27
19,OK,269,165,628,628,485.96,372.37,673.17,370.12,577.92,462.51
20,OK,268,166,629,629,475.95,374.2,663.11,370.97,560.81,463.3
21,OK,268,167,628,628,472.54,375.14,658.03,368.1,553.2,459.12
22,OK,267,165,630,630,477.1,368.16,657.78,367.63,552.98,459.31
23,OK,268,165,629,629,481.93,365.59,665.45,368.32,560.73,456.4
24,OK,272,165,628,628,491.84,369.72,677.28,368.55,580.13,459.27
25,OK,279,167,624,624,505.0,378.13,686.71,368.79,601.15,465.05
26,OK,284,168,621,621,519.4,370.02,701.59,368.81,619.33,456.23
27,OK,285,166,621,621,516.02,371.6,696.68,368.05,614.82,460.69
28,OK,282,165,626,626,512.93,376.62,694.1,374.08,610.74,471.33
29,OK,280,165,632,632,512.75,376.94,696.93,376.14,611.54,472.65
30,OK,282,166,627,627,512.34,374.48,694.72,374.62,608.34,467.06
31,OK,283,168,623,623,515.35,370.81,696.83,374.45,611.08,461.89
32,OK,286,167,620,620,536.86,365.27,717.54,373.24,644.1,457.35
33,OK,288,165,622,622,545.36,362.79,727.6,374.2,654.55,456.65
34,OK,288,166,624,624,543.45,365.33,725.61,379.58,649.9,461.5
35,OK,289,165,623,623,542.61,364.64,723.92,375.13,650.59,459.57
36,OK,293,167,618,618,544.52,362.48,724.86,372.55,652.61,452.05
37,OK,299,170,612,612,544.21,364.57,725.48,369.43,652.86,447.64
38,OK,302,172,609,609,540.38,365.87,724.65,363.95,653.72,439.97
39,OK,307,170,611,611,545.58,363.45,728.39,359.32,653.14,439.21
40,OK,311,168,612,612,551.02,364.16,731.14,362.66,656.17,446.55
41,OK,309,170,611,611,545.3,361.58,726.97,366.25,651.87,439.78
42,OK,304,177,608,608,525.46,367.54,711.54,372.43,627.25,442.74
43,OK,296,176,612,612,518.3,368.17,702.64,373.8,615.91,452.71
44,OK,285,174,620,620,519.37,372.63,703.32,377.48,624.64,463.44
45,OK,277,173,628,628,522.84,379.69,703.59,380.52,633.55,473.23
46,OK,271,169,634,634,517.31,381.22,701.29,380.16,627.48,478.44
47,OK,272,169,635,635,515.37,384.54,699.43,377.4,624.36,476.77
48,OK,273,167,639,639,516.05,385.6,700.37,377.66,623.66,481.24
49,OK,277,168,635,635,523.83,384.44,703.26,378.86,629.79,477.98
50,OK,280,168,637,637,527.76,385.02,713.85,374.36,641.85,473.03
51,OK,281,166,644,644,537.58,386.36,725.59,373.28,658.57,476.59
52,OK,283,165,649,649,538.68,391.64,727.02,375.22,661.35,481.92
53,OK,287,167,645,645,535.94,386.84,723.31,373.66,652.66,473.55
54,OK,287,168,640,640,531.15,385.26,715.41,372.82,646.53,472.17
55,OK,285,173,636,636,518.13,393.28,703.88,376.71,630.15,476.5
56,OK,281,174,639,639,507.64,404.29,691.41,380.87,617.83,491.98
57,OK,267,170,655,655,502.41,415.4,687.01,385.12,620.42,511.38
58,OK,261,172,659,659,494.14,421.19,680.58,391.6,608.47,516.5
59,OK,259,178,656,656,491.51,426.24,678.13,396.49,605.8,517.77
60,OK,256,178,658,658,493.38,426.44,678.74,394.22,610.06,520.68
61,OK,262,181,651,651,498.69,426.56,681.55,390.46,616.11,513.71
62,OK,267,182,647,647,503.48,428.17,684.49,386.58,625.05,512.74
63,OK,277,189,634,634,502.24,428.73,684.58,382.04,623.89,497.94
64,OK,283,195,624,624,491.49,424.39,676.32,378.21,606.45,486.46
65,OK,290,202,611,611,489.39,416.07,674.16,380.76,595.32,474.51
66,OK,301,212,591,591,493.79,409.14,674.48,375.99,597.28,453.44
67,OK,301,207,591,591,495.22,393.44,681.96,360.62,604.87,438.7
68,OK,299,203,595,595,501.27,389.99,687.87,361.73,612.7,441.21
69,OK,296,198,603,603,507.11,390.76,695.4,367.43,619.51,452.39
70,OK,296,196,607,607,507.12,394.96,696.32,368.79,621.12,454.21
71,OK,294,188,614,614,514.75,393.23,700.43,370.49,625.98,467.71
72,OK,295,188,616,616,517.53,397.81,703.28,373.68,630.59,468.06
73,OK,295,192,615,615,515.17,394.24,704.91,374.06,630.57,457.34
74,OK,296,192,614,614,506.78,390.32,694.39,371.41,611.18,456.6
75,OK,292,188,618,618,496.54,393.25,685.15,375.75,593.74,470.02
76,OK,288,185,623,623,490.51,401.12,678.36,380.24,586.93,482.01
77,OK,286,188,624,624,482.14,409.26,670.52,382.52,576.89,485.53
78,OK,281,187,630,630,477.93,413.23,664.87,387.12,570.84,496.76
79,OK,279,185,635,635,481.74,416.83,669.54,388.78,577.76,502.46
80,OK,279,184,636,636,486.38,413.24,674.34,387.71,584.06,499.66
81,OK,281,182,633,633,490.2,409.14,677.36,383.77,589.05,494.98
82,OK,284,180,628,628,495.73,397.8,681.75,374.24,596.53,476.66
83,OK,288,179,621,621,501.19,386.43,689.38,361.25,608.17,454.49
84,OK,292,177,613,613,507.53,377.41,694.93,353.92,618.13,440.32
85,OK,297,181,605,605,507.21,377.37,694.31,353.36,617.96,432.46
86,OK,302,189,598,598,514.47,386.47,701.5,357.99,632.32,430.19
87,OK,302,187,598,598,526.49,380.37,710.6,352.33,652.96,431.33
88,OK,307,185,599,599,531.26,384.79,716.24,352.63,657.58,437.72
89,OK,315,184,598,598,536.48,381.96,720.4,349.0,658.08,432.38
90,OK,324,186,599,599,544.41,385.76,730.24,346.81,669.64,426.92
91,OK,337,188,597,597,559.58,381.14,744.34,347.09,681.22,421.25
92,OK,348,190,597,597,578.46,383.5,762.38,353.42,703.2,430.13
93,OK,355,191,597,597,581.3,382.36,765.24,359.4,699.55,437.12
94,OK,356,189,600,600,574.04,378.74,760.58,355.48,691.68,430.83
95,OK,355,194,601,601,560.69,390.74,747.2,357.22,676.72,435.74
96,OK,359,198,596,596,569.73,392.79,755.69,363.34,687.52,440.72
97,OK,360,199,595,595,573.99,390.49,758.05,363.29,691.68,442.97
98,OK,368,201,587,587,577.95,392.37,762.81,359.94,699.41,434.52
99,OK,370,200,588,588,579.07,391.85,764.23,356.66,702.73,437.3
100,OK,373,202,586,586,588.21,393.29,771.08,364.27,710.9,442.56
101,OK,370,206,590,590,558.9,418.19,742.18,378.56,667.4,473.09
102,OK,351,205,617,617,547.25,448.22,731.07,399.92,661.31,523.39
103,OK,332,203,646,646,547.81,469.94,731.03,429.06,663.27,568.0
