k,status,x,y,w,h,rx,ry,lx,ly,nx,ny
0,FAILED,,,,,,,,,,
1,OK,52,11,926,926,441.25,412.56,613.66,428.57,504.39,529.14
2,OK,52,12,927,927,440.33,413.55,613.11,428.87,503.68,530.66
3,OK,53,13,925,925,441.37,413.58,613.65,429.32,504.35,529.83
4,OK,53,11,926,926,441.4,412.9,613.95,428.23,504.71,529.1
5,OK,52,11,926,926,440.9,412.72,613.49,427.81,503.88,528.75
6,OK,52,10,928,928,441.42,413.04,614.36,427.85,505.39,529.25
7,OK,51,10,928,928,440.35,413.12,613.34,427.59,503.89,528.2
8,OK,51,10,929,929,440.77,412.88,613.83,427.97,503.77,529.21
9,OK,51,11,928,928,441.47,412.83,614.39,428.39,503.91,529.89
10,OK,50,7,932,932,441.41,410.73,615.07,426.51,504.54,527.86
11,OK,51,10,928,928,441.62,411.81,614.47,428.26,503.57,529.67
12,OK,50,12,927,927,439.99,413.24,612.59,428.92,501.67,529.3
13,OK,51,13,924,924,439.94,413.78,612.12,429.24,501.46,528.97
14,OK,50,14,923,923,438.47,413.89,610.43,428.44,499.49,529.09
15,OK,50,10,927,927,439.76,412.05,612.45,427.51,501.27,526.78
16,OK,48,8,930,930,439.75,412.19,612.88,428.1,501.57,527.43
17,OK,48,4,934,934,440.08,411.59,614.15,426.52,504.04,524.83
18,OK,47,0,938,938,440.55,410.29,615.41,425.41,504.89,521.61
19,OK,48,1,935,935,440.08,410.62,614.47,423.52,504.67,520.87
20,OK,50,6,933,933,440.95,411.04,614.72,426.76,505.58,525.58
21,OK,49,4,936,936,441.37,410.34,615.75,426.51,506.25,526.91
22,OK,51,6,932,932,441.36,410.35,614.96,425.83,506.0,525.97
23,OK,47,-3,941,941,440.55,409.82,615.98,422.68,507.13,519.2
24,OK,50,5,930,930,440.43,410.2,613.73,425.57,503.92,523.77
25,OK,46,-2,940,940,439.83,410.59,615.18,424.18,505.49,520.17
26,OK,47,1,938,938,440.7,409.82,615.48,425.97,504.21,522.91
27,OK,47,4,934,934,440.05,410.15,614.1,425.29,502.91,524.51
28,OK,48,6,933,933,440.19,412.16,613.93,427.77,502.91,525.71
29,OK,51,7,931,931,441.58,410.95,615.09,426.39,504.77,526.49
30,OK,51,11,929,929,440.52,412.15,613.61,428.39,503.2,529.8
31,OK,51,10,928,928,441.06,411.51,613.83,427.39,503.36,529.6
