k,status,x,y,w,h,rx,ry,lx,ly,nx,ny
0,FAILED,,,,,,,,,,
1,OK,68,77,545,545,269.46,323.47,408.28,302.93,343.09,385.15
2,OK,44,47,590,590,262.44,320.6,412.28,294.56,340.72,376.75
3,OK,46,17,626,626,273.25,311.46,432.33,285.11,366.5,363.34
4,OK,49,10,639,639,278.66,312.01,440.82,283.9,378.07,361.15
5,OK,52,-3,655,655,283.9,310.2,449.1,275.83,391.61,356.61
6,OK,55,-9,666,666,291.54,307.42,460.58,277.55,400.72,356.09
7,OK,55,-13,669,669,292.41,305.14,462.3,276.83,402.45,352.71
8,OK,61,7,642,642,289.02,309.34,452.12,281.69,394.8,360.53
9,OK,58,11,635,635,284.85,309.43,445.99,281.57,385.69,361.02
10,OK,56,52,573,573,266.14,318.59,412.36,298.23,345.55,369.09
11,OK,65,46,577,577,274.58,315.21,421.54,292.33,359.94,364.31
12,OK,67,52,565,565,275.27,312.96,419.99,297.11,351.06,363.23
13,OK,70,54,575,575,280.58,314.44,428.48,307.43,359.97,372.33
14,OK,95,48,575,575,305.97,312.19,454.13,313.4,384.94,358.13
15,OK,75,40,605,605,295.28,315.76,451.24,314.24,380.96,369.12
16,OK,66,26,632,632,297.81,314.93,460.6,314.04,385.06,370.19
17,OK,55,12,664,664,299.4,324.43,470.26,319.71,390.86,367.04
18,OK,55,13,681,681,303.66,334.95,478.97,326.3,399.11,377.19
19,OK,64,26,689,689,314.22,348.4,491.47,338.95,414.51,397.54
20,OK,74,40,704,704,330.6,362.91,511.82,361.2,432.47,423.33
21,OK,69,47,730,730,335.41,375.5,523.38,373.33,439.92,451.4
22,OK,60,67,739,739,331.32,387.59,521.76,387.9,432.11,484.89
23,OK,68,79,722,722,331.33,392.04,517.33,390.86,434.35,489.65
24,OK,73,85,718,718,334.33,393.9,519.34,393.49,438.95,494.76
25,OK,70,86,717,717,330.26,397.13,514.84,396.13,435.28,492.3
26,OK,67,89,718,718,327.27,401.27,512.14,398.01,433.6,498.24
27,OK,66,101,712,712,323.54,409.56,507.02,406.58,430.59,506.88
28,OK,60,107,724,724,323.55,418.26,509.92,417.16,428.85,521.98
29,OK,67,118,716,716,325.56,423.71,509.9,423.01,433.15,528.89
30,OK,66,134,716,716,325.49,434.84,509.79,435.95,431.58,549.33
31,OK,62,146,718,718,324.42,441.2,509.35,446.36,425.41,567.75
32,OK,58,146,723,723,322.97,441.94,509.02,448.63,423.26,570.24
33,OK,59,146,720,720,323.25,440.77,508.6,448.18,423.07,568.74
34,OK,59,147,719,719,322.41,440.7,507.45,446.59,422.84,568.65
35,OK,58,142,725,725,322.18,440.16,508.86,444.39,424.52,567.65
36,OK,59,142,722,722,322.42,439.51,508.44,443.67,425.09,566.25
37,OK,58,143,722,722,321.85,439.64,507.85,443.85,423.91,567.42
38,OK,55,135,726,726,320.25,437.23,507.22,439.55,424.22,558.72
39,OK,53,119,732,732,320.25,427.3,508.79,430.68,423.71,541.63
40,OK,61,115,720,720,322.27,420.18,507.62,422.99,428.39,529.38
41,OK,64,102,716,716,323.87,407.39,508.26,408.92,428.29,512.43
42,OK,61,82,725,725,324.22,394.9,510.96,399.4,429.93,492.14
43,OK,60,71,726,726,324.05,387.35,511.03,390.02,429.71,481.04
44,OK,61,69,724,724,324.42,385.31,510.76,389.03,428.7,476.53
45,OK,56,67,733,733,322.41,385.69,511.24,389.26,427.44,480.25
46,OK,56,78,726,726,321.44,391.52,508.49,396.18,424.56,489.03
47,OK,52,85,725,725,316.36,396.72,502.91,402.46,419.92,494.44
48,OK,53,96,718,718,313.5,406.87,498.54,409.31,418.14,502.13
49,OK,47,100,726,726,311.22,413.04,498.13,413.1,416.22,514.68
50,OK,51,111,721,721,312.7,419.54,498.41,419.4,417.03,524.25
51,OK,52,112,723,723,313.43,420.37,499.67,419.48,419.94,526.23
52,OK,50,110,726,726,314.07,420.07,501.1,420.51,420.03,525.87
53,OK,54,109,724,724,315.43,419.08,501.91,418.34,423.69,523.96
54,OK,55,110,721,721,315.79,419.23,501.57,419.6,422.77,522.28
55,OK,50,100,723,723,313.8,409.81,500.14,412.05,416.98,512.5
56,OK,52,84,727,727,316.2,397.96,503.46,401.21,421.97,495.24
57,OK,54,73,730,730,320.32,389.95,508.37,393.45,425.21,484.63
58,OK,62,69,725,725,326.57,381.27,513.1,391.22,429.41,476.34
59,OK,64,75,721,721,324.72,391.69,510.43,396.16,432.18,476.35
60,OK,61,73,725,725,323.88,389.89,510.64,394.08,430.4,478.55
61,OK,56,74,732,732,321.27,391.59,509.74,397.54,428.84,486.67
62,OK,59,86,722,722,321.14,395.7,506.86,404.64,427.61,495.82
63,OK,53,96,720,720,315.17,405.29,500.64,410.38,419.99,504.47
64,OK,52,101,719,719,312.49,409.58,497.74,410.66,417.26,510.07
65,OK,46,99,726,726,310.43,411.29,497.31,412.81,415.83,512.84
66,OK,45,100,727,727,309.12,412.04,496.5,412.49,414.55,514.86
67,OK,45,97,728,728,309.91,410.4,497.52,411.56,415.51,512.11
68,OK,46,98,725,725,309.62,410.04,496.31,410.43,414.07,511.04
69,OK,51,90,727,727,314.1,402.88,501.35,408.25,420.34,501.76
70,OK,56,83,723,723,319.6,390.88,505.62,400.88,421.55,492.75
71,OK,60,68,725,725,324.94,380.15,511.34,390.07,425.92,476.39
72,OK,63,61,719,719,325.67,373.13,510.73,381.46,427.55,464.52
73,OK,64,59,724,724,329.87,369.44,515.9,381.52,430.33,467.82
74,OK,64,58,727,727,331.47,370.86,518.29,382.75,429.83,465.77
75,OK,72,64,719,719,335.3,370.91,520.15,383.94,435.12,470.44
76,OK,70,69,721,721,335.03,375.8,520.32,389.18,433.5,476.68
77,OK,68,73,721,721,331.8,381.68,517.3,390.55,432.31,480.28
78,OK,70,76,722,722,332.97,386.92,518.64,395.25,436.5,484.35
79,OK,68,80,720,720,330.84,388.52,516.06,398.38,434.43,486.81
80,OK,72,84,718,718,332.77,390.24,517.47,400.5,438.21,491.71
81,OK,71,85,719,719,330.7,392.07,515.67,399.19,437.84,492.77
82,OK,65,88,718,718,326.75,394.82,511.38,406.06,430.28,495.25
83,OK,65,83,721,721,325.88,392.24,511.43,400.42,431.37,489.8
84,OK,61,76,724,724,323.9,388.13,510.29,395.8,429.79,485.64
85,OK,59,72,728,728,324.24,384.72,511.37,394.9,428.94,482.94
86,OK,61,74,723,723,324.53,384.18,510.55,392.52,428.07,482.51
87,OK,67,72,719,719,328.63,380.13,513.61,388.76,431.96,479.15
88,OK,69,69,718,718,330.36,378.99,515.15,387.55,433.93,472.81
89,OK,72,70,720,720,335.07,377.18,520.17,386.47,438.04,478.64
90,OK,73,60,730,730,338.76,375.38,526.54,382.95,445.25,471.05
91,OK,76,74,717,717,335.94,379.52,520.52,387.04,439.88,480.85
92,OK,68,71,719,719,329.76,381.65,514.84,388.19,432.75,475.54
93,OK,67,75,716,716,327.37,383.52,511.63,388.83,431.01,480.26
94,OK,61,75,725,725,323.6,387.71,510.13,393.63,429.61,485.29
95,OK,57,77,726,726,320.36,393.22,507.42,397.43,427.36,485.64
96,OK,58,76,726,726,321.14,391.59,508.16,394.11,427.88,486.92
97,OK,64,74,722,722,325.64,387.08,511.57,389.73,432.59,482.32
98,OK,69,73,722,722,330.62,385.3,516.45,390.48,437.23,480.52
99,OK,75,74,721,721,336.2,385.69,521.76,390.51,441.77,481.13
100,OK,76,74,721,721,337.71,384.24,523.21,389.7,442.75,482.94
101,OK,73,70,729,729,336.49,386.06,524.08,391.43,444.59,481.2
102,OK,79,82,713,713,335.56,387.89,519.08,390.06,444.63,488.4
103,OK,76,87,709,709,330.83,393.74,513.52,396.14,438.29,487.1
104,OK,76,91,708,708,329.96,396.53,512.27,394.98,439.4,494.69
105,OK,68,92,713,713,324.7,402.47,508.36,400.8,433.16,494.97
106,OK,73,94,710,710,328.17,400.84,511.09,399.42,437.03,499.69
107,OK,77,95,705,705,331.47,397.43,513.13,400.16,437.39,495.31
108,OK,82,95,704,704,335.8,395.12,517.08,399.51,442.01,497.0
109,OK,84,88,709,709,338.76,391.53,521.38,394.54,446.82,491.9
110,OK,83,85,713,713,340.23,391.67,523.7,396.28,447.3,488.94
111,OK,88,81,717,717,345.98,388.99,530.58,393.02,455.55,487.95
112,OK,83,74,727,727,345.65,387.02,532.94,391.87,453.69,484.72
113,OK,89,78,717,717,346.81,384.83,531.51,389.46,456.18,485.56
114,OK,85,70,724,724,346.27,383.9,532.79,388.55,455.81,479.04
115,OK,82,64,730,730,344.09,383.1,532.07,387.85,456.01,473.89
116,OK,84,66,728,728,345.01,382.78,532.51,388.33,458.55,476.12
117,OK,91,69,721,721,348.3,377.75,533.91,383.96,462.76,477.58
118,OK,91,68,718,718,348.3,379.22,533.18,384.02,460.52,473.87
119,OK,88,64,721,721,346.23,378.05,531.88,382.82,458.46,469.2
120,OK,83,58,729,729,344.05,378.32,531.74,381.32,456.33,465.43
121,OK,83,60,723,723,342.84,376.84,528.92,380.59,453.27,465.14
122,OK,80,59,725,725,340.96,376.24,527.56,379.31,451.0,465.15
123,OK,80,58,725,725,340.64,375.32,527.27,377.56,451.58,464.42
124,OK,80,59,725,725,340.29,376.58,527.02,377.73,451.19,466.42
125,OK,81,59,723,723,340.64,375.66,526.75,376.89,451.39,464.08
126,OK,78,56,726,726,338.55,375.23,525.65,377.2,450.05,462.21
127,OK,79,58,724,724,339.3,376.46,525.85,377.59,451.22,463.7
128,OK,81,59,723,723,339.2,375.7,525.33,376.93,452.29,465.48
129,OK,91,57,719,719,347.09,368.73,532.13,374.16,460.65,461.38
130,OK,95,47,730,730,359.67,363.79,547.54,369.4,467.04,459.26
131,OK,110,36,741,741,384.21,353.7,573.85,374.33,482.43,449.48
132,OK,132,44,739,739,406.01,355.92,594.5,383.12,501.81,458.05
133,OK,153,57,731,731,424.64,361.42,610.45,392.42,518.51,468.95
134,OK,172,62,719,719,439.91,366.09,622.83,395.46,531.07,461.44
135,OK,190,68,720,720,457.62,366.96,639.6,402.52,552.87,471.35
136,OK,190,73,715,715,458.08,368.12,638.43,405.87,546.58,474.94
137,OK,186,74,717,717,452.82,373.29,634.45,406.52,545.56,474.64
138,OK,182,74,717,717,450.3,374.0,631.39,410.01,540.08,473.43
139,OK,170,67,726,726,442.25,370.05,626.07,404.59,533.0,472.77
140,OK,162,61,735,735,436.47,368.82,623.1,401.22,529.04,472.09
141,OK,160,57,727,727,429.68,363.13,614.75,392.3,525.1,464.06
142,OK,161,50,719,719,428.23,350.65,610.64,383.03,520.81,451.56
143,OK,155,33,713,713,418.91,341.24,601.26,364.03,513.67,425.88
144,OK,152,23,699,699,408.84,337.06,588.3,350.56,504.27,400.22
145,OK,152,16,678,678,400.25,324.06,574.65,335.35,496.21,381.42
146,OK,131,7,669,669,376.18,313.09,548.38,317.99,468.91,368.03
147,OK,119,10,660,660,361.81,310.54,531.53,317.95,452.82,366.05
148,OK,105,19,654,654,342.93,318.31,511.25,324.35,438.4,370.86
149,OK,91,32,651,651,325.13,329.37,492.86,329.65,423.41,385.28
150,OK,60,16,669,669,305.44,326.29,477.86,326.16,398.26,374.2
151,OK,62,17,667,667,305.17,325.85,476.95,328.18,400.54,374.51
152,OK,52,-3,687,687,302.32,320.77,479.34,318.76,400.12,361.97
153,OK,51,-16,700,700,306.37,314.81,486.49,310.1,407.28,355.82
154,OK,49,-24,702,702,304.7,305.82,485.48,302.78,406.68,350.43
155,OK,55,-19,698,698,306.18,301.25,485.9,300.5,412.62,359.32
156,OK,45,-37,700,700,297.6,283.99,477.76,280.7,403.5,344.54
157,OK,51,-47,707,707,304.58,274.56,486.71,268.61,412.48,340.93
158,OK,69,-69,713,713,326.3,256.78,510.05,259.11,433.41,317.79
159,OK,78,-51,716,716,335.47,272.19,519.79,272.97,446.22,341.43
160,OK,118,2,685,685,362.32,304.53,538.78,303.37,470.51,384.27
161,OK,105,0,717,717,360.73,325.07,545.41,320.55,473.14,394.45
162,OK,108,36,717,717,365.08,351.35,549.67,349.04,475.81,438.75
163,OK,95,44,735,735,361.19,364.21,550.44,363.97,468.91,458.71
164,OK,80,47,744,744,350.04,371.79,541.57,370.01,459.72,468.09
165,OK,75,56,742,742,342.37,379.72,533.44,375.8,454.89,476.67
166,OK,55,58,753,753,329.52,384.57,523.52,380.77,437.29,486.32
167,OK,56,55,743,743,327.34,380.08,518.73,377.74,431.3,474.54
168,OK,58,46,738,738,328.19,372.88,518.23,374.32,431.48,457.23
169,OK,67,36,730,730,330.84,365.39,518.97,363.68,439.79,438.45
170,OK,69,27,715,715,326.87,354.0,510.97,354.71,433.1,415.06
171,OK,76,35,688,688,323.3,349.34,500.56,348.11,428.16,409.91
172,OK,73,33,676,676,316.78,344.61,490.81,341.0,419.18,399.91
173,OK,62,24,677,677,308.55,334.58,482.85,334.24,404.57,390.07
174,OK,51,13,686,686,300.79,330.62,477.36,327.57,400.64,382.93
175,OK,44,18,685,685,294.13,336.04,470.59,333.2,389.99,387.01
176,OK,30,23,703,703,285.35,347.54,466.24,341.27,386.4,405.01
177,OK,30,25,711,711,287.63,349.37,470.82,346.14,391.13,413.66
178,OK,23,31,721,721,286.91,350.26,472.62,353.75,387.72,430.51
179,OK,22,32,726,726,286.67,353.95,473.54,356.4,390.61,436.65
180,OK,33,36,710,710,290.75,354.57,473.55,353.24,394.5,428.48
181,OK,36,38,706,706,293.2,353.38,475.15,354.81,395.55,428.41
182,OK,37,44,699,699,290.78,356.71,470.74,355.49,391.3,430.12
183,OK,28,25,715,715,288.09,352.58,472.25,349.07,389.95,413.42
184,OK,34,23,706,706,292.15,350.56,473.84,346.66,391.57,405.05
185,OK,49,28,691,691,299.68,344.59,477.74,341.46,399.95,404.93
186,OK,50,31,682,682,298.82,343.0,474.52,338.22,396.48,404.37
187,OK,64,36,671,671,307.46,345.23,480.18,342.19,405.73,400.21
188,OK,66,35,675,675,309.65,343.32,483.51,339.29,410.32,403.04
189,OK,71,32,681,681,316.08,343.47,491.44,339.83,419.1,403.19
190,OK,69,32,687,687,315.91,344.88,492.75,340.79,420.61,408.49
191,OK,61,26,698,698,312.53,347.96,492.3,343.97,418.5,404.68
192,OK,50,23,712,712,307.92,350.9,491.38,347.5,412.76,409.85
193,OK,51,34,702,702,305.02,356.53,485.78,348.37,409.05,418.09
194,OK,50,37,701,701,302.84,356.76,483.28,347.6,408.83,423.07
195,OK,44,32,713,713,301.34,357.9,484.71,349.41,407.69,423.78
196,OK,47,34,709,709,302.31,359.06,484.64,349.77,408.84,422.1
197,OK,43,27,719,719,302.46,357.4,487.6,349.87,410.15,419.32
198,OK,41,23,720,720,301.64,356.34,486.86,348.09,409.48,415.16
199,OK,40,18,721,721,300.43,351.65,486.03,344.95,407.38,409.62
200,OK,38,16,725,725,300.84,349.1,487.56,345.51,405.92,409.03
201,OK,48,37,705,705,303.16,364.1,484.75,360.57,407.29,416.23
202,OK,50,44,696,696,302.75,366.03,481.93,360.76,405.34,420.75
203,OK,47,35,707,707,303.25,364.87,485.35,360.32,406.79,415.23
204,OK,54,39,706,706,309.1,365.15,491.02,364.42,413.99,419.55
205,OK,60,44,701,701,312.66,364.43,493.24,361.7,418.81,425.67
206,OK,60,41,705,705,313.77,365.0,495.26,360.34,420.73,424.02
