k,status,x,y,w,h,rx,ry,lx,ly,nx,ny
0,FAILED,,,,,,,,,,
1,OK,162,28,677,677,393.96,340.3,567.74,326.81,520.36,400.44
2,OK,139,25,687,687,378.7,336.1,555.23,323.34,498.18,407.62
3,OK,137,38,677,677,373.55,345.52,547.43,333.74,490.14,412.51
4,OK,124,36,691,691,368.43,347.68,545.84,334.93,482.37,421.44
5,OK,126,42,684,684,369.02,351.44,544.91,342.79,479.13,422.83
6,OK,121,33,700,700,369.0,348.84,549.07,337.62,483.16,423.14
7,OK,123,34,698,698,370.59,349.57,550.03,339.45,484.2,422.36
8,OK,132,39,691,691,378.04,349.91,555.98,346.36,488.08,421.39
9,OK,131,35,694,694,377.84,347.35,556.57,341.72,488.9,421.1
10,OK,138,39,686,686,381.77,347.16,558.28,342.52,492.79,420.07
11,OK,141,38,686,686,384.89,345.44,561.57,343.14,495.64,419.2
12,OK,145,36,686,686,387.23,341.41,564.01,339.33,500.4,417.7
13,OK,147,37,685,685,388.96,342.84,565.39,341.6,501.87,416.63
14,OK,151,37,686,686,392.68,341.23,569.5,342.11,508.12,419.33
15,OK,155,42,678,678,393.85,343.16,568.52,341.65,508.48,420.59
16,OK,157,35,684,684,397.3,337.92,573.39,339.55,513.16,415.87
17,OK,155,27,697,697,400.03,339.0,579.6,336.26,516.82,412.75
18,OK,152,19,701,701,400.3,333.21,580.75,331.29,515.07,407.09
19,OK,150,8,711,711,400.14,332.25,583.18,323.3,518.89,398.38
20,OK,147,-13,723,723,402.55,321.88,588.62,313.82,521.33,378.19
21,OK,124,-62,774,774,402.24,301.53,601.56,302.23,521.77,349.15
22,OK,128,-74,791,791,410.5,292.85,614.2,291.57,535.2,350.77
23,OK,121,-87,820,820,414.59,289.18,625.86,291.05,543.46,356.64
24,OK,122,-92,845,845,423.39,298.82,641.01,301.6,557.75,360.92
25,OK,130,-79,847,847,436.32,297.82,654.48,304.35,562.16,388.46
26,OK,160,-55,810,810,450.99,302.01,659.54,301.69,575.98,399.16
27,OK,147,-66,838,838,447.55,303.48,663.3,299.99,577.37,405.54
28,OK,153,-57,826,826,451.67,308.01,664.51,310.12,574.96,404.83
29,OK,143,-67,850,850,446.8,313.8,665.56,304.56,580.08,407.01
30,OK,138,-64,838,838,441.93,311.4,657.83,308.49,565.09,401.52
31,OK,147,-53,825,825,445.94,313.99,658.47,314.43,567.12,405.08
32,OK,152,-50,816,816,448.25,314.52,658.28,318.54,568.26,400.69
33,OK,153,-47,818,818,449.88,320.49,660.6,324.46,570.25,403.49
34,OK,169,-20,790,790,454.25,334.81,657.7,339.26,572.33,414.42
35,OK,162,-20,803,803,454.73,332.42,661.09,346.14,568.85,423.1
36,OK,156,-21,812,812,454.18,332.16,662.67,348.62,566.73,430.99
37,OK,153,-17,811,811,447.83,338.03,656.4,347.29,565.02,433.91
38,OK,144,-29,822,822,443.31,334.59,654.85,340.7,561.45,428.14
39,OK,145,-28,819,819,442.61,331.51,653.48,337.15,561.62,428.02
40,OK,153,-28,818,818,450.43,328.55,660.87,335.31,569.73,431.3
