k,status,x,y,w,h,rx,ry,lx,ly,nx,ny
0,FAILED,,,,,,,,,,
1,OK,203,-29,786,786,492.36,328.28,694.81,324.54,599.91,401.82
2,OK,196,-31,793,793,487.55,327.86,691.63,323.42,595.36,404.48
3,OK,201,-13,785,785,488.1,336.21,690.18,331.5,598.29,424.43
4,OK,189,-23,807,807,482.41,347.65,689.92,337.0,598.23,419.48
5,OK,201,6,770,770,480.31,348.1,678.3,337.09,592.99,439.95
6,OK,185,-1,780,780,468.14,353.13,668.13,334.15,581.87,435.82
7,OK,184,-6,783,783,466.96,356.5,667.36,333.28,583.7,426.13
8,OK,185,-27,794,794,471.09,348.63,673.91,322.29,592.85,405.68
9,OK,186,-31,799,799,476.36,339.0,681.52,323.04,592.99,406.14
10,OK,198,-13,778,778,479.25,337.51,679.33,325.03,595.05,421.17
11,OK,193,-19,797,797,481.06,345.35,686.07,334.33,600.06,419.98
12,OK,197,-12,792,792,484.55,349.16,688.31,337.16,601.54,425.2
13,OK,200,-11,785,785,489.08,341.91,691.28,340.4,595.57,422.73
14,OK,199,-9,790,790,490.25,340.82,693.62,341.85,596.16,431.05
15,OK,201,-12,795,795,493.32,341.01,698.05,343.24,600.62,429.64
16,OK,196,-40,822,822,499.48,334.29,711.11,337.63,609.12,406.8
17,OK,211,-22,801,801,505.38,335.44,711.7,338.29,614.62,419.78
18,OK,199,-40,816,816,497.91,334.44,708.06,332.46,612.26,404.37
19,OK,204,-38,801,801,498.37,332.96,704.61,330.59,607.15,392.78
20,OK,198,-36,794,794,490.92,331.01,695.45,326.17,597.87,394.63
21,OK,194,-41,800,800,488.05,333.68,693.87,324.91,598.85,390.55
22,OK,190,-42,805,805,484.24,336.04,691.14,324.13,597.59,390.94
23,OK,194,-37,801,801,487.7,331.97,693.9,326.77,598.47,397.56
24,OK,192,-30,805,805,486.37,337.85,693.67,330.75,599.88,410.86
25,OK,199,-20,789,789,487.22,339.01,690.18,330.26,597.79,413.97
26,OK,198,-20,795,795,488.76,338.5,693.4,333.47,599.49,420.0
27,OK,199,-17,798,798,492.75,339.27,698.38,339.51,600.97,425.12
28,OK,193,-8,801,801,488.05,347.49,694.2,343.38,596.42,440.51
29,OK,191,-11,803,803,486.55,347.66,693.22,342.7,594.97,434.91
30,OK,199,15,785,785,487.38,359.59,689.56,352.88,594.82,458.33
31,OK,189,4,811,811,487.34,370.1,696.16,362.66,596.37,452.77
32,OK,183,-13,819,819,485.61,358.68,696.43,352.85,594.49,437.51
33,OK,193,-12,803,803,488.68,347.39,695.48,346.51,596.16,431.13
34,OK,194,-13,795,795,485.57,345.16,690.29,339.45,595.56,426.77
35,OK,187,-29,813,813,486.31,339.12,695.63,337.03,596.35,416.01
36,OK,192,-23,800,800,486.71,338.0,692.71,331.42,595.57,419.99
37,OK,201,-22,795,795,492.49,337.33,697.24,334.33,601.35,415.42
38,OK,203,-24,790,790,491.84,334.66,695.29,329.14,602.6,411.67
39,OK,191,-37,814,814,490.48,332.7,700.14,329.39,602.34,410.35
40,OK,193,-36,810,810,489.97,333.19,698.61,327.87,602.69,409.06
41,OK,200,-18,795,795,492.05,336.97,696.82,333.34,600.85,423.57
42,OK,203,-7,789,789,491.83,340.53,694.95,336.73,601.83,435.54
43,OK,203,3,782,782,491.01,342.94,692.33,341.69,597.54,445.85
44,OK,203,5,780,780,489.16,347.44,690.02,343.3,596.83,445.3
45,OK,204,22,780,780,489.5,360.73,690.41,355.73,598.87,466.43
46,OK,194,28,788,788,482.71,368.48,685.55,358.84,593.78,481.66
47,OK,195,22,784,784,484.76,362.41,686.72,359.57,588.92,468.73
48,OK,200,11,789,789,491.55,354.46,694.74,352.48,596.64,457.02
49,OK,190,-15,818,818,490.75,352.75,701.51,350.95,602.28,437.33
50,OK,203,-14,790,790,493.7,338.18,697.17,337.96,602.04,425.56
51,OK,197,-39,813,813,495.34,330.38,704.71,330.66,607.81,403.59
52,OK,198,-29,806,806,493.9,341.28,701.38,340.23,604.93,409.17
53,OK,211,-19,794,794,501.98,340.46,706.52,342.1,613.09,414.83
54,OK,214,-26,795,795,503.31,338.67,708.18,336.76,616.28,406.18
55,OK,222,-19,791,791,509.78,341.21,713.4,341.76,623.01,411.76
56,OK,231,1,781,781,513.62,344.57,714.64,347.09,628.04,437.5
57,OK,231,2,783,783,516.84,347.78,718.34,354.47,627.29,436.04
58,OK,233,2,782,782,517.44,349.82,718.83,353.21,630.96,435.65
59,OK,224,-2,794,794,513.11,351.66,717.56,353.03,627.55,439.54
60,OK,231,0,786,786,514.78,349.72,717.35,348.24,632.13,437.84
61,OK,219,-30,805,805,511.93,338.07,719.28,341.16,628.11,405.69
62,OK,218,-38,806,806,511.53,337.5,719.13,337.91,628.49,393.8
63,OK,222,-30,788,788,510.0,333.64,712.84,335.2,620.83,394.13
64,OK,217,-35,795,795,508.76,330.03,713.52,333.9,617.72,393.71
65,OK,219,-42,798,798,510.48,329.35,716.0,329.07,623.98,384.84
