k,status,x,y,w,h,rx,ry,lx,ly,nx,ny
0,FAILED,,,,,,,,,,
1,OK,257,77,722,722,513.59,394.47,699.33,387.44,629.58,485.51
2,OK,254,75,724,724,512.71,394.62,698.98,388.08,627.95,484.32
3,OK,258,81,717,717,512.73,396.25,697.16,387.92,627.91,486.4
4,OK,261,85,710,710,512.83,398.07,695.38,387.62,629.3,487.76
5,OK,265,89,705,705,513.31,399.31,694.44,387.28,630.37,488.96
6,OK,262,86,709,709,512.3,399.42,694.39,387.41,630.12,488.26
7,OK,264,89,705,705,512.27,400.41,693.48,387.07,629.92,489.78
8,OK,261,83,712,712,513.61,398.16,696.78,387.91,630.62,485.75
9,OK,258,80,717,717,511.67,397.52,696.08,388.43,628.39,483.89
10,OK,256,77,721,721,510.79,398.32,696.05,386.26,628.88,482.7
11,OK,254,73,723,723,509.36,397.31,695.25,384.76,628.51,478.83
12,OK,256,77,718,718,510.32,396.97,694.97,386.91,628.21,480.85
13,OK,259,78,715,715,511.31,396.84,695.1,386.29,630.45,478.91
14,OK,258,80,715,715,510.15,397.93,693.94,386.98,627.99,481.81
15,OK,259,80,715,715,511.2,397.66,694.95,387.24,630.15,483.52
16,OK,258,83,713,713,509.46,398.38,692.82,386.87,627.89,485.61
17,OK,257,82,715,715,509.41,399.03,693.21,386.8,628.02,486.34
18,OK,259,82,714,714,511.12,398.76,694.74,386.89,629.4,486.88
19,OK,259,82,715,715,511.24,399.45,694.88,386.35,629.52,486.88
20,OK,262,86,709,709,511.55,400.19,693.66,386.36,629.95,487.69
21,OK,259,83,713,713,510.86,399.75,694.05,386.59,628.73,486.44
22,OK,261,84,710,710,511.28,400.11,693.69,385.41,629.88,487.08
23,OK,261,86,708,708,511.81,399.54,693.83,386.63,628.88,487.47
24,OK,259,83,712,712,511.07,399.53,694.06,385.72,629.01,487.36
25,OK,260,85,711,711,510.93,399.09,693.57,386.85,628.09,487.69
