k,status,x,y,w,h,rx,ry,lx,ly,nx,ny
0,FAILED,,,,,,,,,,
1,OK,178,235,717,717,441.52,516.63,625.27,536.01,540.37,660.95
2,OK,175,235,719,719,439.91,517.49,624.06,536.41,538.01,661.18
3,OK,177,235,720,720,441.17,517.95,625.8,536.57,541.34,662.75
4,OK,174,235,722,722,438.32,520.05,623.59,536.63,539.55,663.98
5,OK,175,236,721,721,438.88,520.5,623.91,537.1,539.76,664.98
6,OK,176,238,719,719,438.48,521.16,623.12,536.83,539.92,665.85
7,OK,173,236,722,722,437.97,521.39,623.3,536.91,539.18,666.28
8,OK,172,236,725,725,437.07,523.06,623.11,538.01,539.24,667.07
9,OK,173,237,723,723,437.22,522.94,622.76,538.22,539.39,666.54
10,OK,173,239,722,722,437.84,523.6,623.18,539.83,538.73,668.7
11,OK,175,241,719,719,437.2,523.8,621.62,539.35,539.64,668.48
12,OK,177,241,719,719,438.46,523.32,623.09,538.56,541.47,669.51
13,OK,173,237,723,723,436.22,522.45,621.92,537.44,539.21,667.31
14,OK,174,238,722,722,438.42,521.19,623.5,538.57,540.18,669.79
15,OK,177,244,717,717,438.55,524.17,622.36,540.78,539.57,672.03
16,OK,179,245,717,717,439.99,525.32,623.94,540.9,542.9,673.86
17,OK,179,243,718,718,440.37,525.83,624.76,539.43,543.79,672.71
18,OK,182,244,719,719,441.92,527.41,626.73,539.11,548.19,673.13
19,OK,181,245,718,718,441.65,528.43,626.31,540.34,547.15,675.31
20,OK,182,246,717,717,441.86,527.84,626.15,539.98,546.57,674.16
21,OK,182,244,719,719,442.53,527.31,627.32,539.42,547.33,672.9
22,OK,181,243,720,720,442.92,527.94,627.93,540.6,548.36,672.79
23,OK,185,245,719,719,446.65,527.26,631.0,543.75,549.57,673.88
24,OK,188,246,716,716,448.67,526.34,632.29,542.38,552.55,673.82
25,OK,193,249,712,712,451.68,526.92,634.32,544.6,556.28,674.59
26,OK,195,251,708,708,452.09,527.83,633.59,546.08,556.0,674.78
27,OK,193,248,714,714,452.31,527.23,635.33,546.04,557.13,674.24
28,OK,192,250,710,710,450.36,527.69,632.47,544.71,554.17,674.4
29,OK,189,249,712,712,449.09,527.64,631.66,543.78,551.44,675.4
30,OK,193,249,713,713,451.15,528.46,634.22,543.25,556.23,674.51
31,OK,196,247,711,711,452.7,528.13,635.51,541.02,559.74,671.27
32,OK,200,248,706,706,454.4,527.69,635.93,539.44,560.89,669.62
33,OK,204,247,704,704,457.2,526.17,638.16,537.89,565.33,667.62
34,OK,204,249,702,702,457.69,525.74,637.98,538.36,563.76,668.39
35,OK,205,249,705,705,459.97,526.89,641.11,540.48,565.24,669.97
36,OK,210,255,697,697,461.69,527.21,640.71,540.76,565.46,673.23
37,OK,207,253,704,704,461.71,528.34,642.44,542.05,566.73,676.13
38,OK,210,253,700,700,462.52,527.89,642.37,540.69,567.95,673.67
39,OK,208,254,700,700,461.66,527.24,641.48,541.79,565.74,674.57
40,OK,207,250,702,702,461.17,525.41,641.41,540.46,565.62,670.83
41,OK,203,249,706,706,459.11,526.07,640.37,541.39,563.42,671.59
42,OK,205,250,704,704,460.2,526.68,640.75,542.09,563.66,671.1
43,OK,204,248,711,711,460.91,526.5,643.36,541.39,567.26,673.04
44,OK,204,251,706,706,460.64,525.45,641.69,543.35,564.54,673.62
45,OK,204,250,708,708,461.08,526.22,642.73,541.77,565.73,674.19
46,OK,203,250,709,709,459.56,526.26,641.38,543.05,564.01,675.03
47,OK,203,250,707,707,458.73,527.43,640.21,542.25,563.08,672.11
48,OK,202,250,705,705,458.43,525.28,639.11,542.56,559.74,672.02
49,OK,203,249,709,709,459.5,525.64,641.47,541.5,564.21,672.56
50,OK,210,255,699,699,462.35,528.0,641.8,542.91,566.4,673.97
51,OK,207,253,702,702,461.77,527.22,641.84,542.6,565.57,673.86
52,OK,208,254,702,702,461.79,528.63,641.96,543.25,566.45,675.75
53,OK,203,252,706,706,459.6,527.03,640.71,542.79,563.58,675.36
54,OK,203,250,707,707,459.57,525.95,640.99,542.23,562.59,673.04
55,OK,203,251,704,704,459.67,525.15,640.34,541.94,561.9,672.71
56,OK,205,252,702,702,459.93,526.54,640.15,541.91,562.36,673.28
57,OK,204,251,705,705,459.49,526.68,640.42,541.58,563.17,673.7
58,OK,200,248,709,709,458.15,525.44,640.07,541.49,560.86,672.32
59,OK,200,247,711,711,458.33,525.05,640.68,541.1,561.18,672.69
60,OK,202,248,708,708,459.18,525.21,640.85,540.77,562.43,672.25
61,OK,202,249,708,708,459.39,524.57,641.03,541.9,561.9,672.84
62,OK,201,249,708,708,458.33,525.77,640.07,541.34,561.63,673.6
63,OK,200,247,710,710,458.56,524.29,640.59,541.65,561.81,671.8
64,OK,200,247,710,710,458.32,523.57,640.45,540.74,561.82,671.94
65,OK,205,252,703,703,459.1,526.37,639.5,541.11,564.24,672.66
66,OK,206,250,702,702,460.19,523.68,640.28,539.82,563.82,671.78
