k,status,x,y,w,h,rx,ry,lx,ly,nx,ny
0,FAILED,,,,,,,,,,
1,OK,300,181,624,624,509.32,401.97,696.23,370.3,618.07,474.5
2,OK,296,181,630,630,508.87,403.74,695.61,376.03,616.1,482.56
3,OK,294,182,630,630,506.06,397.02,695.44,372.56,612.17,471.26
4,OK,292,184,630,630,505.04,398.3,694.35,375.06,610.54,472.45
5,OK,288,183,633,633,500.2,395.19,692.94,374.1,607.42,471.61
6,OK,283,177,642,642,504.17,393.09,695.35,370.86,610.26,474.79
7,OK,282,175,648,648,503.08,396.82,695.97,371.81,610.4,476.77
8,OK,282,176,648,648,501.81,394.21,693.68,374.47,604.26,474.55
9,OK,274,177,658,658,504.14,394.7,697.76,382.27,609.37,480.47
10,OK,270,180,659,659,505.55,394.13,700.52,388.02,610.88,482.39
11,OK,262,181,670,670,502.72,408.91,698.76,395.72,613.78,500.81
12,OK,254,188,680,680,503.49,420.91,701.91,412.25,617.74,515.15
13,OK,248,191,684,684,502.34,424.06,698.04,411.53,619.11,518.73
14,OK,245,194,682,682,499.71,425.59,696.23,413.67,617.42,519.84
15,OK,241,192,683,683,497.08,421.33,692.86,411.25,613.3,518.44
16,OK,236,189,691,691,496.63,420.51,693.05,409.72,612.41,520.17
17,OK,235,184,696,696,494.94,419.88,692.04,400.92,613.15,516.68
18,OK,234,182,699,699,499.5,419.26,695.82,404.86,616.72,517.69
19,OK,235,182,700,700,500.29,421.75,697.41,406.38,618.82,519.64
20,OK,237,182,698,698,498.84,421.86,695.3,404.67,616.66,518.68
21,OK,239,184,694,694,498.72,417.02,696.83,405.46,613.51,513.43
22,OK,240,183,696,696,501.72,419.36,698.44,406.59,616.87,519.04
23,OK,241,182,698,698,507.51,416.24,703.24,408.16,620.29,516.63
24,OK,245,182,698,698,507.77,415.86,705.55,407.31,618.89,515.7
25,OK,246,181,700,700,507.69,416.71,705.09,406.73,619.44,518.06
26,OK,244,178,704,704,506.96,417.46,703.01,406.33,618.98,520.83
27,OK,242,177,706,706,504.56,416.99,700.01,404.09,617.11,519.37
28,OK,240,176,708,708,504.31,417.7,700.84,405.84,617.88,520.75
29,OK,239,175,708,708,503.65,416.51,700.71,404.1,617.76,519.56
30,OK,238,175,710,710,504.32,417.8,701.8,405.78,617.88,521.42
31,OK,242,180,706,706,507.79,418.89,706.07,409.96,621.09,518.7
32,OK,239,176,713,713,508.33,420.59,705.48,408.43,623.08,528.91
33,OK,241,178,711,711,508.37,420.11,705.34,409.39,622.01,523.5
34,OK,242,182,710,710,509.78,421.39,709.09,413.35,625.23,522.74
35,OK,241,184,710,710,509.93,423.93,709.0,414.01,627.43,525.5
36,OK,237,181,715,715,507.25,425.26,706.24,412.3,625.96,528.97
37,OK,234,179,720,720,506.58,424.86,707.2,414.36,624.69,531.56
38,OK,232,177,724,724,507.36,423.07,707.69,415.19,624.41,532.16
39,OK,239,185,713,713,510.71,424.58,708.85,417.01,625.15,523.33
40,OK,241,187,709,709,511.59,424.82,709.25,415.07,627.93,525.04
41,OK,236,181,718,718,507.98,424.5,705.47,413.71,623.7,533.01
42,OK,234,179,722,722,507.91,423.32,707.45,414.17,624.66,531.09
43,OK,232,177,726,726,507.43,423.66,707.47,415.22,623.79,533.15
44,OK,231,177,727,727,506.02,424.0,707.15,415.57,623.3,531.54
45,OK,233,178,725,725,507.13,421.68,707.15,415.48,621.05,528.35
46,OK,232,177,726,726,505.4,423.53,708.19,414.42,623.23,530.79
47,OK,231,176,727,727,505.9,423.27,705.63,413.17,622.24,531.05
48,OK,230,174,729,729,505.28,422.88,706.18,413.95,621.04,531.97
49,OK,231,175,726,726,507.6,423.55,708.37,413.93,624.54,529.85
50,OK,232,174,726,726,508.09,422.05,707.07,413.2,622.94,532.56
51,OK,246,191,701,701,503.46,432.07,702.08,416.93,616.88,519.69
52,OK,253,198,691,691,499.57,439.6,699.16,418.18,614.07,529.3
53,OK,256,201,687,687,499.02,439.5,700.15,417.16,615.67,528.82
54,OK,258,202,687,687,509.05,448.07,705.33,419.07,631.6,538.07
55,OK,257,203,692,692,508.04,455.17,704.92,425.6,630.34,548.77
56,OK,256,209,692,692,501.73,465.83,698.91,437.96,621.04,561.48
57,OK,241,209,702,702,471.12,476.04,674.02,452.43,583.76,586.57
58,OK,223,207,710,710,453.52,483.12,650.98,455.21,565.71,598.15
59,OK,206,207,715,715,430.54,485.95,627.78,450.56,543.17,595.14
60,OK,194,206,718,718,421.88,493.84,619.97,454.73,536.55,606.04
61,OK,191,210,713,713,423.09,490.94,620.12,447.79,541.06,592.08
62,OK,193,212,709,709,430.59,491.72,620.8,449.99,542.03,595.83
63,OK,194,209,707,707,433.91,481.31,626.74,440.03,550.39,584.18
64,OK,197,209,708,708,435.71,481.36,629.2,439.63,549.84,582.07
65,OK,201,213,704,704,440.33,485.09,630.92,441.82,554.33,581.25
66,OK,204,214,703,703,444.96,483.48,639.05,446.44,558.69,585.89
67,OK,204,214,707,707,447.56,484.5,642.44,446.53,563.97,587.29
68,OK,202,213,710,710,446.54,484.28,642.21,447.9,564.2,589.44
69,OK,198,210,716,716,438.44,480.78,634.85,442.07,554.64,583.36
70,OK,195,211,715,715,431.9,489.48,624.37,448.99,543.98,594.07
71,OK,188,207,721,721,428.44,484.15,625.35,450.3,539.85,595.62
72,OK,187,205,723,723,432.08,487.09,627.38,450.93,543.46,598.76
73,OK,182,200,735,735,431.86,484.65,631.5,447.54,547.26,599.41
74,OK,183,194,741,741,444.42,475.44,643.39,446.63,557.77,595.04
75,OK,184,191,741,741,449.71,465.7,647.76,439.39,562.31,579.03
76,OK,186,185,746,746,459.46,462.19,659.57,439.8,573.29,583.67
77,OK,189,181,746,746,466.1,452.02,665.21,435.84,576.52,572.99
78,OK,194,180,742,742,473.26,449.96,672.85,436.71,585.17,569.98
79,OK,196,180,740,740,474.18,450.7,672.55,435.75,587.29,569.5
80,OK,197,179,742,742,473.94,449.75,674.51,438.09,584.39,572.13
81,OK,203,182,730,730,474.34,449.23,668.39,432.44,584.75,561.74
82,OK,209,186,720,720,479.37,450.99,673.16,431.1,594.31,560.57
83,OK,210,184,724,724,481.31,446.83,676.75,429.58,592.81,560.15
84,OK,220,188,713,713,481.59,445.26,678.95,427.57,592.12,549.72
85,OK,222,188,712,712,488.84,440.43,681.4,426.86,597.86,548.83
