k,status,x,y,w,h,rx,ry,lx,ly,nx,ny
0,FAILED,,,,,,,,,,
1,OK,236,108,846,846,545.07,446.97,758.33,491.22,667.85,594.67
2,OK,220,113,884,884,544.62,459.12,767.02,508.3,669.05,626.89
3,OK,205,114,925,925,548.44,469.81,779.69,526.51,671.25,654.2
4,OK,205,122,933,933,553.32,479.4,783.99,546.63,675.34,664.88
5,OK,200,135,940,940,552.85,491.26,784.3,562.12,671.84,683.62
6,OK,198,152,934,934,545.77,509.35,777.61,573.7,669.76,697.24
7,OK,179,155,947,947,529.59,520.4,767.07,575.34,656.68,708.43
8,OK,176,165,932,932,522.62,528.88,756.44,583.41,645.42,707.76
9,OK,171,158,944,944,522.21,526.24,759.06,580.93,646.25,706.96
10,OK,180,158,947,947,528.75,527.75,767.58,576.89,658.96,711.5
11,OK,199,169,931,931,541.94,526.38,774.97,582.44,670.08,713.7
12,OK,203,175,922,922,544.17,529.52,773.58,590.83,669.79,713.64
13,OK,209,174,925,925,548.17,528.42,779.34,586.2,678.88,716.25
14,OK,209,176,920,920,546.22,531.94,776.97,586.22,677.04,714.53
15,OK,215,173,921,921,551.23,529.12,782.12,583.96,685.29,710.67
16,OK,203,168,928,928,543.8,529.41,777.13,581.07,675.09,709.72
17,OK,209,174,918,918,545.19,527.66,775.24,582.66,676.55,712.02
18,OK,199,176,923,923,537.95,524.37,769.1,580.14,668.41,721.81
19,OK,185,167,931,931,531.88,521.25,763.6,583.08,653.86,712.57
20,OK,183,170,933,933,529.06,526.72,762.01,585.61,653.21,717.28
21,OK,186,174,920,920,529.08,521.92,757.58,584.2,649.93,716.1
22,OK,170,158,947,947,529.66,506.13,762.43,578.57,641.18,720.15
23,OK,174,163,949,949,536.38,507.03,768.11,585.04,644.88,729.9
24,OK,164,167,955,955,528.09,515.44,763.32,587.22,637.72,737.52
25,OK,174,173,940,940,531.44,512.47,761.98,586.36,641.3,736.82
26,OK,178,174,937,937,534.71,513.12,763.75,589.03,644.22,733.81
27,OK,176,179,932,932,530.16,517.49,758.71,590.83,639.78,736.83
28,OK,156,167,954,954,523.24,514.0,756.4,591.16,627.5,735.98
29,OK,148,163,960,960,517.32,512.7,753.2,586.59,622.41,737.48
30,OK,170,173,928,928,524.21,513.77,751.56,587.3,630.15,724.35
31,OK,160,164,937,937,522.31,506.9,749.47,588.01,620.35,717.8
32,OK,153,142,948,948,518.59,494.34,749.17,574.78,620.39,698.32
33,OK,164,147,911,911,514.21,485.95,736.74,560.3,613.58,682.59
34,OK,187,110,867,867,517.03,442.3,728.11,514.9,618.11,609.12
35,OK,189,65,868,868,520.55,398.31,730.95,473.99,620.26,561.93
36,OK,210,52,819,819,518.78,376.66,720.14,439.42,619.61,514.35
37,OK,195,28,828,828,506.35,364.55,714.87,408.72,608.35,498.0
38,OK,220,33,807,807,517.94,367.98,722.86,402.28,627.39,488.37
39,OK,235,34,789,789,523.21,363.94,724.96,388.19,634.82,480.44
40,OK,248,49,774,774,531.61,374.54,729.98,394.23,640.04,488.32
41,OK,260,49,778,778,543.72,378.86,743.11,399.39,655.66,487.69
42,OK,264,54,784,784,551.14,379.32,751.1,407.68,661.02,499.59
43,OK,259,50,813,813,557.15,379.13,763.84,412.83,670.99,516.54
44,OK,256,57,823,823,557.68,389.58,767.06,421.92,673.57,531.11
45,OK,253,70,814,814,552.75,396.59,758.32,437.7,665.44,538.09
46,OK,246,61,829,829,549.75,393.44,759.57,432.6,666.33,537.11
47,OK,251,72,816,816,551.01,398.33,756.79,440.93,664.8,541.06
