k,status,x,y,w,h,rx,ry,lx,ly,nx,ny
0,FAILED,,,,,,,,,,
1,OK,-35,-26,750,750,269.46,323.47,408.28,302.93,343.09,385.15
2,OK,-67,-64,813,813,262.44,320.6,412.28,294.56,340.72,376.75
3,OK,-72,-101,862,862,273.25,311.46,432.33,285.11,366.5,363.34
4,OK,-72,-111,880,880,278.66,312.01,440.82,283.9,378.07,361.15
5,OK,-72,-127,902,902,283.9,310.2,449.1,275.83,391.61,356.61
6,OK,-71,-135,918,918,291.54,307.42,460.58,277.55,400.72,356.09
7,OK,-71,-139,921,921,292.41,305.14,462.3,276.83,402.45,352.71
8,OK,-60,-114,884,884,289.02,309.34,452.12,281.69,394.8,360.53
9,OK,-62,-109,874,874,284.85,309.43,445.99,281.57,385.69,361.02
10,OK,-52,-56,789,789,266.14,318.59,412.36,298.23,345.55,369.09
11,OK,-44,-63,795,795,274.58,315.21,421.54,292.33,359.94,364.31
12,OK,-40,-55,778,778,275.27,312.96,419.99,297.11,351.06,363.23
13,OK,-39,-55,792,792,280.58,314.44,428.48,307.43,359.97,372.33
14,OK,-14,-61,792,792,305.97,312.19,454.13,313.4,384.94,358.13
15,OK,-40,-75,834,834,295.28,315.76,451.24,314.24,380.96,369.12
16,OK,-53,-93,870,870,297.81,314.93,460.6,314.04,385.06,370.19
17,OK,-70,-113,914,914,299.4,324.43,470.26,319.71,390.86,367.04
18,OK,-74,-116,938,938,303.66,334.95,478.97,326.3,399.11,377.19
19,OK,-66,-104,949,949,314.22,348.4,491.47,338.95,414.51,397.54
20,OK,-58,-92,969,969,330.6,362.91,511.82,361.2,432.47,423.33
21,OK,-68,-90,1005,1005,335.41,375.5,523.38,373.33,439.92,451.4
22,OK,-80,-73,1018,1018,331.32,387.59,521.76,387.9,432.11,484.89
23,OK,-68,-57,995,995,331.33,392.04,517.33,390.86,434.35,489.65
24,OK,-62,-50,989,989,334.33,393.9,519.34,393.49,438.95,494.76
25,OK,-65,-49,987,987,330.26,397.13,514.84,396.13,435.28,492.3
26,OK,-68,-46,989,989,327.27,401.27,512.14,398.01,433.6,498.24
27,OK,-68,-33,981,981,323.54,409.56,507.02,406.58,430.59,506.88
28,OK,-76,-29,996,996,323.55,418.26,509.92,417.16,428.85,521.98
29,OK,-68,-17,986,986,325.56,423.71,509.9,423.01,433.15,528.89
30,OK,-68,0,985,985,325.49,434.84,509.79,435.95,431.58,549.33
31,OK,-73,11,989,989,324.42,441.2,509.35,446.36,425.41,567.75
32,OK,-78,10,995,995,322.97,441.94,509.02,448.63,423.26,570.24
33,OK,-77,10,992,992,323.25,440.77,508.6,448.18,423.07,568.74
34,OK,-77,11,990,990,322.41,440.7,507.45,446.59,422.84,568.65
35,OK,-79,5,998,998,322.18,440.16,508.86,444.39,424.52,567.65
36,OK,-77,6,995,995,322.42,439.51,508.44,443.67,425.09,566.25
