k,status,x,y,w,h,rx,ry,lx,ly,nx,ny
0,FAILED,,,,,,,,,,
1,OK,156,-43,881,881,541.88,333.09,696.35,390.5,573.93,434.03
2,OK,201,-2,792,792,551.62,337.19,694.11,378.05,572.26,431.35
3,OK,235,19,732,732,563.51,330.47,694.5,370.18,573.9,420.87
4,OK,244,37,715,715,562.95,341.47,692.55,374.19,574.99,431.68
5,OK,237,27,732,732,563.35,341.12,696.46,373.65,577.69,430.03
6,OK,269,60,693,693,576.16,356.11,703.08,382.42,592.19,443.03
7,OK,269,53,694,694,578.72,345.85,704.17,379.42,591.08,437.84
8,OK,266,57,693,693,575.09,349.64,701.01,380.27,586.78,442.7
9,OK,292,71,654,654,589.0,345.47,706.3,379.96,590.42,434.38
10,OK,324,107,596,596,593.46,360.49,702.76,382.91,597.58,440.02
11,OK,318,111,597,597,584.31,367.31,695.03,382.11,594.29,443.85
12,OK,257,53,707,707,567.14,355.23,697.71,376.54,588.52,446.62
13,OK,186,-8,823,823,540.05,352.76,692.6,373.83,578.47,443.35
14,OK,224,41,750,750,543.8,377.82,684.12,379.86,585.4,453.48
15,OK,330,128,616,616,590.12,390.75,705.34,394.45,630.15,480.04
16,FILLED,330,128,616,616,,,,,,
17,OK,206,-19,870,870,568.43,355.9,727.04,391.96,634.53,460.02
18,OK,145,-72,845,845,507.49,307.09,662.35,339.09,549.25,378.45
19,OK,108,-34,877,877,472.88,349.17,635.76,369.32,538.25,448.91
20,OK,40,-46,933,933,426.84,367.34,601.16,372.86,499.22,471.02
21,OK,22,-47,937,937,408.52,372.39,583.74,370.8,485.08,471.85
22,OK,12,-60,961,961,406.97,378.48,586.5,370.43,489.04,467.37
23,OK,23,-45,966,966,421.07,388.19,601.61,383.96,502.51,491.5
24,OK,37,-10,987,987,444.8,426.25,629.29,428.26,524.74,538.79
25,OK,36,-10,1055,1055,469.19,444.56,665.89,459.64,559.45,582.41
26,OK,57,25,1061,1061,490.23,477.41,687.73,496.04,585.53,625.1
27,OK,64,23,1085,1085,507.65,484.07,708.68,511.47,605.65,632.43
28,OK,71,30,1066,1066,504.99,482.81,703.28,504.17,604.47,632.85
29,OK,63,24,1052,1052,493.42,474.27,689.36,491.62,588.56,617.92
30,OK,54,1,1061,1061,489.12,461.7,686.49,482.26,581.16,590.73
31,OK,54,0,1048,1048,484.07,455.67,679.03,475.87,574.82,582.29
32,OK,49,0,1049,1049,479.17,455.28,674.44,473.75,569.89,584.3
33,OK,40,-2,1057,1057,473.34,454.52,670.53,469.47,565.52,591.43
34,OK,36,-6,1062,1062,471.39,453.78,669.53,468.73,565.03,589.08
35,OK,42,-3,1052,1052,473.11,453.79,669.36,467.07,566.07,586.85
36,OK,42,-14,1056,1056,474.48,446.84,671.49,459.94,568.24,576.09
37,OK,46,-9,1048,1048,475.76,442.14,671.17,457.48,567.88,581.69
38,OK,49,-1,1032,1032,469.62,446.35,662.4,453.66,564.64,580.32
39,OK,31,-8,1046,1046,458.88,446.98,654.45,452.19,552.67,582.27
40,OK,25,-14,1054,1054,456.21,444.32,653.22,447.15,550.67,581.03
41,OK,39,-9,1041,1041,464.27,443.23,659.0,447.58,557.88,578.05
42,OK,48,-11,1033,1033,469.62,437.17,662.64,444.42,561.94,569.61
