k,status,x,y,w,h,rx,ry,lx,ly,nx,ny
0,FAILED,,,,,,,,,,
1,OK,242,62,736,736,509.32,401.97,696.23,370.3,618.07,474.5
2,OK,243,70,733,733,508.87,403.74,695.61,376.03,616.1,482.56
3,OK,236,58,741,741,506.06,397.02,695.44,372.56,612.17,471.26
4,OK,235,59,740,740,505.04,398.3,694.35,375.06,610.54,472.45
5,OK,225,52,753,753,500.2,395.19,692.94,374.1,607.42,471.61
6,OK,232,55,747,747,504.17,393.09,695.35,370.86,610.26,474.79
7,OK,227,53,755,755,503.08,396.82,695.97,371.81,610.4,476.77
8,OK,227,55,749,749,501.81,394.21,693.68,374.47,604.26,474.55
9,OK,229,58,753,753,504.14,394.7,697.76,382.27,609.37,480.47
10,OK,228,58,757,757,505.55,394.13,700.52,388.02,610.88,482.39
11,OK,226,70,763,763,502.72,408.91,698.76,395.72,613.78,500.81
12,OK,225,80,771,771,503.49,420.91,701.91,412.25,617.74,515.15
13,OK,229,88,761,761,502.34,424.06,698.04,411.53,619.11,518.73
14,OK,225,87,764,764,499.71,425.59,696.23,413.67,617.42,519.84
15,OK,224,87,761,761,497.08,421.33,692.86,411.25,613.3,518.44
16,OK,221,85,764,764,496.63,420.51,693.05,409.72,612.41,520.17
17,OK,219,79,769,769,494.94,419.88,692.04,400.92,613.15,516.68
18,OK,225,82,764,764,499.5,419.26,695.82,404.86,616.72,517.69
19,OK,224,82,768,768,500.29,421.75,697.41,406.38,618.82,519.64
20,OK,223,82,766,766,498.84,421.86,695.3,404.67,616.66,518.68
21,OK,220,77,770,770,498.72,417.02,696.83,405.46,613.51,513.43
22,OK,226,84,765,765,501.72,419.36,698.44,406.59,616.87,519.04
23,OK,232,84,761,761,507.51,416.24,703.24,408.16,620.29,516.63
24,OK,228,79,769,769,507.77,415.86,705.55,407.31,618.89,515.7
25,OK,229,81,767,767,507.69,416.71,705.09,406.73,619.44,518.06
26,OK,230,85,762,762,506.96,417.46,703.01,406.33,618.98,520.83
27,OK,229,84,760,760,504.56,416.99,700.01,404.09,617.11,519.37
28,OK,228,84,764,764,504.31,417.7,700.84,405.84,617.88,520.75
29,OK,226,81,767,767,503.65,416.51,700.71,404.1,617.76,519.56
30,OK,226,82,768,768,504.32,417.8,701.8,405.78,617.88,521.42
31,OK,229,81,771,771,507.79,418.89,706.07,409.96,621.09,518.7
32,OK,231,88,767,767,508.33,420.59,705.48,408.43,623.08,528.91
33,OK,231,86,766,766,508.37,420.11,705.34,409.39,622.01,523.5
34,OK,230,83,774,774,509.78,421.39,709.09,413.35,625.23,522.74
35,OK,231,85,774,774,509.93,423.93,709.0,414.01,627.43,525.5
36,OK,229,86,774,774,507.25,425.26,706.24,412.3,625.96,528.97
37,OK,225,85,780,780,506.58,424.86,707.2,414.36,624.69,531.56
38,OK,226,86,778,778,507.36,423.07,707.69,415.19,624.41,532.16
39,OK,232,87,770,770,510.71,424.58,708.85,417.01,625.15,523.33
40,OK,235,88,768,768,511.59,424.82,709.25,415.07,627.93,525.04
41,OK,231,92,768,768,507.98,424.5,705.47,413.71,623.7,533.01
42,OK,228,86,776,776,507.91,423.32,707.45,414.17,624.66,531.09
43,OK,227,88,777,777,507.43,423.66,707.47,415.22,623.79,533.15
44,OK,223,84,782,782,506.02,424.0,707.15,415.57,623.3,531.54
45,OK,226,85,777,777,507.13,421.68,707.15,415.48,621.05,528.35
46,OK,221,80,788,788,505.4,423.53,708.19,414.42,623.23,530.79
