k,status,x,y,w,h,rx,ry,lx,ly,nx,ny
0,FAILED,,,,,,,,,,
1,OK,-19,-10,851,851,312.8,378.76,470.9,360.19,420.52,461.59
2,OK,-9,-10,852,852,323.0,378.77,481.62,364.32,433.14,462.42
3,OK,-12,-13,859,859,322.23,378.43,482.06,362.57,432.04,462.88
4,OK,-12,-14,855,855,321.35,375.17,480.46,359.38,431.02,458.86
5,OK,-24,-15,861,861,312.93,380.2,472.65,359.21,420.11,460.53
6,OK,-28,-12,859,859,308.31,381.08,467.66,360.51,414.31,463.75
7,OK,-32,-10,859,859,305.46,381.37,464.9,361.72,410.0,467.77
8,OK,-28,-7,855,855,307.2,382.84,465.79,362.58,412.14,468.78
9,OK,-24,-7,852,852,310.18,382.89,468.05,361.67,415.51,467.0
10,OK,-9,0,834,834,315.82,381.84,470.2,360.13,423.68,464.07
11,OK,-10,-12,855,855,324.36,377.9,483.34,360.55,432.05,462.38
12,OK,-7,-29,880,880,340.07,370.63,503.87,353.9,445.79,460.35
13,OK,14,-22,865,865,355.7,366.35,517.27,356.59,456.57,460.35
14,OK,28,-29,881,881,375.67,366.08,540.28,359.3,478.14,460.66
15,OK,23,-61,924,924,389.52,360.09,562.07,350.81,494.69,447.91
16,OK,30,-61,921,921,401.34,353.0,573.62,354.96,493.54,445.6
17,OK,55,-51,896,896,413.09,346.52,580.72,349.08,509.45,448.14
18,OK,60,-52,897,897,419.05,344.36,586.67,351.75,513.77,444.81
19,OK,48,-57,916,916,415.62,352.1,586.82,358.92,511.99,446.62
20,OK,36,-62,943,943,412.49,359.68,588.76,362.18,513.53,458.71
21,OK,33,-61,955,955,414.3,365.44,592.91,363.34,517.35,467.83
22,OK,48,-52,950,950,427.86,369.5,605.46,367.38,531.11,479.33
23,OK,54,-49,963,963,438.24,372.83,618.29,373.66,542.64,491.4
24,OK,64,-41,977,977,451.65,388.35,634.33,387.85,562.3,507.85
25,OK,69,-32,980,980,456.55,400.17,639.83,395.83,571.63,519.85
26,OK,84,-10,971,971,468.27,410.85,649.93,410.88,580.72,539.37
27,OK,108,15,955,955,484.01,424.36,662.38,431.93,598.03,556.5
28,OK,173,78,910,910,526.16,462.91,695.87,475.53,645.89,597.99
29,OK,225,125,871,871,563.02,483.32,723.86,509.76,678.43,624.37
30,OK,283,164,806,806,591.9,487.2,739.8,516.13,707.51,634.17
31,OK,291,148,811,811,599.97,476.86,749.35,503.27,718.88,617.28
32,OK,231,65,880,880,568.21,438.91,732.0,454.38,693.07,564.96
33,OK,177,21,891,891,517.41,405.65,684.08,405.71,643.71,527.31
34,OK,116,-33,929,929,479.82,373.91,653.47,379.72,595.28,486.62
35,OK,124,-15,892,892,474.5,371.7,641.18,379.42,584.08,486.66
36,OK,120,-14,886,886,464.7,371.68,630.43,375.1,579.33,485.47
37,OK,100,-28,907,907,454.97,373.74,624.51,371.51,567.32,478.62
38,OK,91,-30,909,909,447.75,373.43,617.78,371.98,557.27,477.12
39,OK,73,-43,928,928,438.09,371.59,611.6,366.93,549.23,472.87
40,OK,65,-46,933,933,432.71,369.97,607.24,366.23,542.21,472.3
41,OK,58,-47,936,936,428.36,371.19,603.37,367.66,538.06,474.47
42,OK,59,-44,934,934,428.43,370.8,603.07,369.17,537.3,477.19
43,OK,60,-40,930,930,427.75,374.0,601.76,371.58,536.15,478.62
44,OK,61,-38,928,928,428.26,372.64,601.79,373.8,535.54,480.52
45,OK,63,-41,933,933,430.23,372.44,604.77,370.74,541.22,479.81
46,OK,55,-46,946,946,429.93,373.68,606.8,375.75,538.15,480.66
47,OK,51,-45,942,942,426.87,376.34,603.09,374.66,530.5,478.05
48,OK,79,-17,908,908,437.34,387.48,607.16,386.92,545.73,487.13
49,OK,82,-9,930,930,450.06,402.03,623.98,398.51,557.82,511.86
50,OK,84,9,892,892,441.33,404.11,608.12,406.06,536.31,505.89
51,OK,40,-3,934,934,421.3,405.56,595.6,416.25,507.24,518.45
52,OK,25,-12,946,946,408.4,405.63,585.28,407.48,499.92,515.48
53,OK,-5,-14,946,946,383.18,398.96,559.94,405.38,464.79,516.51
54,OK,3,-13,945,945,390.79,393.82,567.06,406.6,471.51,518.22
55,OK,27,-22,937,937,407.14,382.97,581.7,398.05,496.03,502.99
56,OK,41,-34,948,948,427.47,372.64,603.55,393.74,515.78,498.11
57,OK,75,-25,922,922,451.1,369.06,622.25,389.87,535.35,492.62
58,OK,103,-38,922,922,474.96,360.19,646.45,377.78,567.6,477.35
59,OK,116,-51,930,930,490.4,351.74,663.75,365.99,585.2,470.05
60,OK,130,-47,921,921,498.32,354.11,670.23,364.88,597.3,466.71
61,OK,132,-39,932,932,502.18,368.26,676.47,374.17,607.35,482.86
62,OK,126,-37,930,930,497.42,370.71,671.34,376.63,597.82,483.94
63,OK,124,-56,934,934,495.79,363.62,670.53,366.49,600.09,458.74
64,OK,109,-73,951,951,488.72,353.94,666.61,358.67,591.94,448.74
65,OK,93,-76,951,951,471.28,356.62,649.12,350.51,576.7,446.37
66,OK,67,-82,973,973,454.53,365.91,635.96,352.3,562.66,450.08
67,OK,46,-73,989,989,440.48,375.85,624.78,360.76,548.4,473.82
68,OK,35,-58,1000,1000,434.31,392.02,620.88,379.2,543.92,499.41
69,OK,48,-27,975,975,439.6,402.19,621.89,398.82,539.36,520.81
70,OK,37,-5,988,988,435.74,428.63,620.39,423.46,534.87,552.1
71,OK,23,16,1032,1032,442.49,458.13,635.39,463.66,539.29,603.45
72,OK,26,27,1034,1034,449.28,465.35,642.42,476.31,541.39,617.34
73,OK,45,14,1032,1032,461.81,454.02,654.58,462.78,565.67,602.31
74,OK,48,-10,1044,1044,468.09,438.68,663.28,444.04,574.82,583.53
75,OK,56,-14,1033,1033,470.36,433.12,663.58,434.09,577.65,572.12
76,OK,57,-14,1029,1029,469.82,432.51,662.29,434.43,577.32,567.09
77,OK,52,-19,1031,1031,466.75,428.52,659.61,430.3,572.21,562.71
78,OK,42,-35,1044,1044,463.63,421.17,658.85,424.54,567.47,551.22
79,OK,36,-34,1048,1048,460.34,423.49,656.34,427.36,562.73,555.54
80,OK,44,-15,1033,1033,460.11,436.16,653.33,435.85,564.18,566.85
81,OK,34,-10,1047,1047,457.16,442.63,653.0,447.91,559.3,581.18
82,OK,31,3,1041,1041,454.64,450.82,649.27,458.37,551.74,592.35
83,OK,28,-3,1046,1046,454.58,447.63,650.02,456.7,550.3,589.79
84,OK,41,-19,1044,1044,465.6,432.17,660.51,442.17,563.38,570.52
85,OK,61,-13,1021,1021,477.12,426.15,667.66,440.13,570.98,562.17
86,OK,66,-8,1016,1016,483.22,424.85,672.09,445.59,570.47,564.91
87,OK,68,-9,1017,1017,484.77,425.9,674.1,444.26,573.73,564.64
88,OK,60,-7,1028,1028,481.64,430.69,673.05,448.43,572.12,574.9
89,OK,64,-6,1019,1019,481.3,429.41,671.02,447.78,570.9,568.98
90,OK,58,-8,1032,1032,481.59,432.02,673.56,452.22,572.17,575.39
91,OK,59,-7,1036,1036,481.67,437.1,674.64,453.61,577.0,578.46
92,OK,48,-3,1048,1048,475.63,444.85,670.83,461.63,570.79,590.5
93,OK,38,16,1034,1034,466.37,451.55,658.66,472.85,548.13,605.29
94,OK,19,10,1061,1061,459.77,455.21,656.88,477.25,539.98,614.96
95,OK,23,13,1056,1056,462.06,456.21,658.17,479.21,543.43,614.36
96,OK,21,3,1061,1061,458.95,454.37,656.76,471.19,545.48,604.73
