k,status,x,y,w,h,rx,ry,lx,ly,nx,ny
0,FAILED,,,,,,,,,,
1,OK,137,106,709,709,383.01,429.39,556.22,371.67,514.16,520.33
2,OK,150,85,677,677,385.01,391.98,552.32,342.85,509.12,479.49
3,OK,149,82,669,669,380.86,382.86,546.99,336.94,502.33,472.53
4,OK,157,83,655,655,384.65,377.52,548.37,336.8,502.58,464.75
5,OK,155,80,653,653,383.94,375.78,546.78,333.73,498.08,457.61
6,OK,173,84,630,630,392.62,366.82,551.17,332.69,506.0,449.32
7,OK,183,87,615,615,397.86,364.17,553.02,332.3,506.19,440.8
8,OK,197,90,604,604,406.62,356.8,560.88,336.56,514.62,438.11
9,OK,197,90,598,598,408.02,354.7,561.01,337.38,509.33,432.74
10,OK,200,85,605,605,412.95,351.74,567.93,336.46,514.22,430.78
11,OK,213,98,589,589,419.57,355.97,570.75,343.58,519.17,436.08
12,OK,215,86,605,605,427.93,351.95,583.16,339.18,530.0,431.33
13,OK,222,82,605,605,435.68,344.95,591.26,336.69,535.96,427.84
14,OK,235,86,595,595,442.72,344.86,595.79,336.44,545.51,426.98
15,OK,231,75,613,613,447.0,340.16,604.84,334.86,548.25,424.67
16,OK,240,80,608,608,453.68,340.63,610.32,338.84,556.12,429.59
17,OK,250,88,591,591,456.54,339.47,608.73,339.58,557.7,427.82
18,OK,255,91,582,582,460.31,339.1,610.08,342.5,557.23,424.61
19,OK,257,91,581,581,461.24,338.89,610.8,341.6,558.18,423.07
20,OK,254,86,591,591,461.7,338.23,613.96,340.01,561.29,424.85
21,OK,256,88,592,592,463.07,339.37,615.64,341.0,565.4,428.13
22,OK,242,84,615,615,462.95,343.51,621.33,349.1,557.21,436.84
23,OK,234,89,641,641,465.67,356.6,630.79,360.99,560.97,461.02
24,OK,245,93,626,626,468.24,360.45,629.51,357.36,568.88,453.38
25,OK,236,91,633,633,462.65,361.51,625.69,356.52,561.43,456.41
26,OK,237,104,637,637,467.11,367.83,631.06,371.0,561.74,476.28
27,OK,258,129,629,629,484.48,382.04,645.99,394.96,579.39,498.09
28,OK,290,149,622,622,510.17,399.42,669.82,413.91,613.43,514.82
29,OK,315,161,613,613,529.25,402.76,686.27,419.69,634.71,522.85
30,OK,332,169,617,617,547.56,409.74,705.11,431.31,655.3,534.14
31,OK,333,166,618,618,549.8,410.8,707.46,432.27,656.62,530.29
32,OK,318,123,643,643,540.24,380.97,705.38,395.17,655.3,500.4
33,OK,314,115,627,627,531.19,371.5,692.5,380.21,643.91,481.32
34,OK,309,104,633,633,530.01,364.47,692.84,371.63,639.88,473.83
35,OK,307,92,642,642,532.13,359.16,697.27,366.71,641.83,464.45
36,OK,308,79,653,653,536.62,356.44,704.77,359.67,647.32,453.0
37,OK,308,64,679,679,549.84,350.14,724.66,358.01,656.79,452.53
38,OK,312,54,688,688,557.33,347.99,734.41,355.71,666.87,445.54
39,OK,313,61,693,693,558.98,355.94,737.55,358.74,670.03,457.04
40,OK,312,66,697,697,558.45,362.36,737.86,361.26,672.88,467.82
41,OK,317,66,701,701,564.18,364.78,744.83,362.71,679.87,469.25
42,OK,331,66,690,690,573.93,365.34,751.34,356.92,689.69,462.55
43,OK,345,70,676,676,582.39,360.9,756.5,357.95,697.31,457.62
44,OK,345,56,677,677,580.83,347.81,755.25,346.3,698.05,441.67
45,OK,321,28,701,701,563.52,337.88,744.08,332.75,689.27,421.95
46,OK,305,31,704,704,551.4,340.97,732.7,334.2,672.59,429.71
47,OK,272,32,713,713,524.89,342.38,708.46,334.85,641.23,438.09
48,OK,243,29,728,728,501.68,353.01,688.87,341.4,620.27,440.28
49,OK,221,39,737,737,479.27,361.08,667.53,336.14,605.42,466.98
50,OK,207,31,750,750,472.56,358.04,663.91,331.45,596.97,468.99
51,OK,213,12,756,756,480.71,338.54,674.45,320.35,604.79,451.15
52,OK,212,-5,767,767,485.97,322.48,683.19,313.19,606.65,439.62
53,OK,192,-21,792,792,479.3,315.02,683.13,310.77,596.06,438.14
54,OK,183,-1,790,790,473.1,327.92,676.48,326.69,582.96,460.8
55,OK,180,10,792,792,473.03,336.33,677.09,339.54,578.56,474.61
56,OK,175,1,801,801,472.57,327.42,678.67,337.82,575.33,469.43
57,OK,184,8,790,790,479.11,331.3,681.72,348.87,577.69,467.15
58,OK,174,26,792,792,471.39,344.66,674.54,362.96,567.71,490.74
59,OK,142,19,846,846,455.44,363.33,673.07,374.45,566.27,516.33
60,OK,127,22,871,871,448.08,376.8,672.15,387.19,564.05,533.92
61,OK,111,19,900,900,442.17,380.73,673.38,397.11,564.42,550.46
62,OK,102,22,921,921,436.35,395.36,673.45,405.32,569.67,565.06
63,OK,111,32,920,920,444.44,403.56,681.24,411.48,580.74,577.04
64,OK,113,33,918,918,445.4,403.72,681.7,410.21,581.44,577.71
65,OK,110,24,906,906,437.13,391.8,670.53,396.52,573.22,561.05
66,OK,125,21,879,879,434.78,384.81,661.15,377.56,580.67,540.36
67,OK,145,9,811,811,434.54,345.83,643.38,342.95,561.04,485.03
68,OK,172,-10,769,769,444.34,318.73,642.32,313.07,569.42,432.26
69,OK,198,-15,729,729,456.64,301.09,644.23,293.95,574.83,402.21
70,OK,224,-20,707,707,472.71,291.7,654.47,280.04,592.3,381.88
71,OK,245,-22,700,700,490.65,288.94,670.69,281.33,610.91,371.71
72,OK,263,-12,686,686,502.88,291.9,679.39,285.66,622.26,374.1
73,OK,290,7,665,665,521.8,298.43,693.01,297.4,637.63,380.93
74,OK,286,11,666,666,519.03,305.41,690.29,293.46,634.94,389.27
75,OK,269,42,670,670,506.23,326.88,678.48,318.48,616.59,432.88
76,OK,227,93,671,671,473.79,368.41,646.61,366.56,565.5,490.14
77,OK,201,117,688,688,456.95,393.27,634.21,392.14,544.98,529.79
78,OK,238,125,668,668,481.04,396.98,653.2,394.3,578.84,524.03
79,OK,290,148,622,622,509.51,396.88,669.61,397.74,612.84,522.01
80,OK,325,138,613,613,534.45,389.62,692.28,384.04,648.77,501.43
81,OK,363,134,626,626,572.94,391.02,733.96,384.2,699.04,506.48
82,OK,380,96,640,640,591.89,362.89,756.66,359.05,725.79,472.5
83,OK,351,53,654,654,575.2,328.37,743.4,335.72,698.03,429.17
84,OK,315,7,669,669,546.04,297.19,718.22,303.32,667.48,382.99
85,OK,296,-17,677,677,532.5,285.24,706.82,292.52,649.95,353.66
86,OK,280,-35,682,682,520.94,280.98,696.55,286.02,634.22,328.52
87,OK,273,-40,689,689,514.35,283.94,691.82,288.05,631.71,323.01
88,OK,277,-41,700,700,521.07,285.64,701.22,291.17,642.91,330.43
