k,status,x,y,w,h,rx,ry,lx,ly,nx,ny
0,FAILED,,,,,,,,,,
1,OK,162,188,655,655,400.42,467.76,567.65,490.05,494.22,552.33
2,OK,162,187,656,656,401.2,467.4,568.75,490.31,495.95,552.72
3,OK,162,187,655,655,400.7,467.31,567.93,490.43,494.07,551.25
4,OK,161,187,655,655,400.17,467.61,567.7,489.09,494.42,553.26
5,OK,160,187,655,655,399.23,468.65,566.89,490.12,493.37,552.34
6,OK,158,185,658,658,397.64,468.15,566.7,489.24,492.1,549.83
7,OK,158,184,658,658,397.71,468.35,566.07,488.89,492.92,549.04
8,OK,157,183,659,659,397.31,468.38,566.04,489.85,492.71,548.63
9,OK,157,183,658,658,397.69,468.41,565.88,489.36,491.75,548.34
10,OK,156,183,659,659,396.78,468.62,565.78,489.18,492.63,548.57
11,OK,156,183,659,659,397.06,468.92,565.58,488.64,492.29,547.95
12,OK,157,183,659,659,397.3,468.92,565.73,489.66,492.89,548.59
13,OK,157,184,659,659,396.95,469.09,565.37,490.13,492.18,550.6
14,OK,157,184,658,658,398.12,468.04,566.28,489.75,492.09,549.53
15,OK,156,183,659,659,397.32,467.11,566.24,488.98,491.25,547.01
16,OK,156,184,659,659,397.46,467.98,565.7,490.42,491.84,550.08
17,OK,156,183,660,660,396.91,467.17,565.75,488.28,491.42,547.74
18,OK,156,183,660,660,397.43,467.11,566.31,489.13,491.49,549.92
19,OK,156,183,661,661,397.4,467.74,566.53,489.65,492.09,549.47
20,OK,156,183,660,660,398.14,467.29,566.69,489.38,493.04,548.84
21,OK,157,183,659,659,396.36,466.9,565.31,483.92,493.18,549.84
22,OK,155,180,660,660,395.0,464.98,564.79,482.07,491.37,545.86
23,OK,155,180,660,660,395.15,465.11,564.36,482.21,492.72,547.2
24,OK,154,179,662,662,394.5,464.52,564.58,481.4,492.7,547.22
25,OK,153,178,663,663,394.79,464.64,564.97,481.2,492.05,546.23
26,OK,153,177,664,664,395.17,464.0,565.42,481.76,491.38,543.99
27,OK,153,177,664,664,394.19,464.26,564.4,481.07,490.74,546.75
28,OK,152,176,665,665,394.38,463.95,565.21,481.54,490.69,544.91
29,OK,153,176,664,664,395.84,464.54,565.9,482.27,492.27,546.58
30,OK,153,177,663,663,396.24,463.44,565.66,482.21,490.78,547.0
31,OK,154,178,662,662,395.81,464.39,565.43,481.46,491.75,548.65
32,OK,154,178,662,662,396.32,462.76,565.86,481.66,491.09,547.92
33,OK,154,178,662,662,395.92,463.2,565.72,482.49,491.4,547.52
34,OK,154,180,662,662,396.96,466.07,566.15,487.02,490.94,549.8
35,OK,154,180,663,663,396.96,465.97,566.61,487.1,491.21,548.72
36,OK,153,179,665,665,395.45,465.18,565.95,486.67,489.98,547.79
37,OK,152,178,665,665,396.01,464.6,566.11,487.27,488.74,547.93
38,OK,152,179,665,665,396.01,465.59,565.89,487.42,490.56,548.63
39,OK,151,178,667,667,394.84,466.28,565.74,487.51,489.54,547.13
40,OK,149,176,669,669,394.53,465.8,566.28,487.97,489.18,546.54
41,OK,148,175,671,671,394.24,465.86,566.1,488.09,489.44,545.5
42,OK,147,174,673,673,393.92,465.38,566.33,487.76,489.17,546.5
43,OK,148,175,672,672,394.42,465.83,565.96,486.53,490.37,547.15
44,OK,148,175,671,671,393.49,465.11,565.12,486.09,488.6,544.78
45,OK,148,175,670,670,393.61,465.97,564.78,486.46,488.5,545.35
46,OK,149,176,669,669,393.29,467.64,564.27,486.39,489.74,546.42
47,OK,148,177,669,669,391.83,468.28,563.33,486.05,487.66,546.99
48,OK,148,177,669,669,394.05,467.56,565.58,487.12,489.9,546.79
49,OK,147,176,670,670,392.27,468.09,564.11,486.85,487.12,545.93
50,OK,147,175,670,670,392.61,467.94,564.47,487.03,488.72,543.7
51,OK,147,175,671,671,392.96,469.39,564.97,488.04,489.81,546.94
52,OK,148,176,669,669,394.17,468.23,565.22,486.53,490.26,546.27
53,OK,150,178,667,667,394.41,470.23,564.79,488.4,490.19,547.19
54,OK,151,178,667,667,395.2,469.89,565.89,488.96,492.18,546.27
55,OK,152,178,666,666,395.76,467.6,565.81,487.99,491.25,546.04
56,OK,153,179,665,665,395.62,468.78,565.7,487.56,491.52,545.85
57,OK,152,177,668,668,394.78,468.1,566.65,487.01,491.97,545.15
58,OK,151,177,668,668,394.27,468.79,565.52,486.59,490.95,544.47
59,OK,150,177,669,669,393.76,470.07,565.44,488.61,490.24,546.79
60,OK,150,176,669,669,394.64,468.37,566.18,486.94,491.81,544.68
61,OK,150,177,669,669,394.23,469.84,565.64,488.05,490.78,546.9
62,OK,149,177,670,670,393.36,469.68,565.21,487.63,489.23,547.29
63,OK,149,177,670,670,393.29,469.63,565.15,487.83,489.35,545.97
64,OK,148,177,670,670,391.45,470.03,563.58,486.41,487.54,547.65
65,OK,148,177,669,669,392.51,469.1,563.97,487.2,488.1,545.61
66,OK,148,176,669,669,393.04,468.85,564.8,486.81,488.47,545.51
67,OK,148,175,670,670,393.11,468.06,565.17,486.82,489.11,546.38
68,OK,148,176,670,670,392.63,468.84,564.34,486.94,488.36,546.99
69,OK,146,174,673,673,391.89,469.1,565.27,487.14,488.56,545.67
70,OK,146,174,672,672,391.89,468.9,564.21,486.52,486.71,545.86
71,OK,146,173,673,673,392.1,468.8,564.8,487.71,487.8,543.6
72,OK,146,174,673,673,392.04,470.52,564.56,488.98,487.83,546.56
73,OK,145,174,673,673,391.4,470.15,564.12,487.83,486.96,545.44
74,OK,147,176,672,672,393.25,470.14,565.03,488.27,489.78,548.39
75,OK,147,178,670,670,392.82,470.39,564.09,488.39,487.47,548.7
76,OK,147,178,670,670,393.07,469.84,564.9,488.59,489.0,547.14
77,OK,146,177,671,671,391.64,470.94,564.2,488.61,487.62,547.64
78,OK,145,176,672,672,391.76,469.82,564.46,488.42,486.9,546.16
79,OK,145,176,672,672,391.36,470.64,563.78,488.17,487.87,547.16
80,OK,145,176,672,672,392.0,469.26,564.32,487.68,487.1,546.4
81,OK,149,180,666,666,395.24,474.48,564.06,495.39,488.12,546.42
82,OK,148,177,670,670,393.25,467.28,565.92,487.11,488.44,546.91
83,OK,148,176,671,671,393.9,466.27,566.12,485.94,489.85,546.28
84,OK,147,176,671,671,392.25,470.38,564.52,488.41,487.95,547.44
85,OK,146,176,673,673,392.35,470.05,565.15,488.74,488.17,548.45
86,OK,146,175,673,673,392.61,468.34,565.24,486.87,488.37,546.07
87,OK,147,175,671,671,393.2,468.05,564.78,487.55,487.61,545.87
88,OK,146,174,673,673,392.08,468.83,565.24,487.67,488.93,546.08
89,OK,146,174,673,673,392.69,468.08,565.13,487.37,488.8,545.04
90,OK,146,173,674,674,392.28,467.36,565.1,486.28,488.41,543.87
91,OK,147,175,671,671,392.9,468.21,564.12,486.41,487.47,546.84
92,OK,146,175,671,671,392.15,467.65,564.36,485.92,487.46,545.51
93,OK,147,178,668,668,392.34,468.27,562.62,487.61,485.73,550.49
94,OK,146,179,668,668,390.82,468.04,561.67,487.4,483.77,551.18
95,OK,146,180,667,667,389.5,468.66,560.49,485.32,484.98,551.09
96,OK,146,180,666,666,389.92,469.38,560.54,486.06,485.62,551.11
97,OK,146,179,667,667,389.7,468.55,561.23,485.44,486.33,550.02
98,OK,146,180,667,667,390.29,468.78,561.22,487.17,485.58,551.24
99,OK,146,180,667,667,389.02,468.63,559.75,487.0,484.82,549.6
100,OK,145,179,668,668,387.68,468.91,559.22,485.11,484.27,548.7
101,OK,143,180,667,667,385.18,469.72,556.51,484.1,479.74,551.14
102,OK,137,177,670,670,375.97,470.15,549.39,475.71,474.69,549.25
103,OK,129,173,673,673,365.96,469.23,540.14,468.06,465.53,547.0
104,OK,104,166,672,672,324.57,469.6,496.86,455.77,419.56,529.2
105,OK,77,160,675,675,301.23,475.08,474.04,449.42,394.13,524.97
106,OK,57,160,674,674,288.32,477.15,460.13,452.88,377.38,529.88
107,OK,46,162,670,670,283.75,473.27,453.94,452.05,367.64,531.42
108,OK,42,162,666,666,284.95,470.13,453.82,446.68,369.16,528.39
109,OK,43,147,667,667,292.54,445.49,463.4,424.0,379.96,497.63
110,OK,45,136,663,663,295.37,433.59,464.87,419.93,377.6,486.19
111,OK,45,125,666,666,293.83,432.21,465.46,414.69,381.72,476.79
112,OK,45,119,670,670,297.37,432.94,470.73,421.88,383.74,474.66
113,OK,44,124,657,657,292.01,428.05,458.08,425.78,355.78,475.67
114,OK,40,129,645,645,283.81,428.43,447.14,426.19,341.29,476.97
115,OK,39,136,634,634,284.93,427.23,445.45,427.78,335.98,480.79
116,OK,37,136,631,631,285.03,426.29,446.91,427.25,335.48,476.51
