k,status,x,y,w,h,rx,ry,lx,ly,nx,ny
0,FAILED,,,,,,,,,,
1,OK,97,106,618,618,312.8,378.76,470.9,360.19,420.52,461.59
2,OK,108,107,618,618,323.0,378.77,481.62,364.32,433.14,462.42
3,OK,105,104,624,624,322.23,378.43,482.06,362.57,432.04,462.88
4,OK,105,103,621,621,321.35,375.17,480.46,359.38,431.02,458.86
5,OK,94,103,625,625,312.93,380.2,472.65,359.21,420.11,460.53
6,OK,89,105,624,624,308.31,381.08,467.66,360.51,414.31,463.75
7,OK,85,107,624,624,305.46,381.37,464.9,361.72,410.0,467.77
8,OK,89,110,621,621,307.2,382.84,465.79,362.58,412.14,468.78
9,OK,93,110,618,618,310.18,382.89,468.05,361.67,415.51,467.0
10,OK,106,115,605,605,315.82,381.84,470.2,360.13,423.68,464.07
11,OK,107,105,621,621,324.36,377.9,483.34,360.55,432.05,462.38
12,OK,114,92,639,639,340.07,370.63,503.87,353.9,445.79,460.35
13,OK,132,96,628,628,355.7,366.35,517.27,356.59,456.57,460.35
14,OK,148,91,640,640,375.67,366.08,540.28,359.3,478.14,460.66
15,OK,150,66,671,671,389.52,360.09,562.07,350.81,494.69,447.91
16,OK,156,65,669,669,401.34,353.0,573.62,354.96,493.54,445.6
17,OK,178,72,651,651,413.09,346.52,580.72,349.08,509.45,448.14
18,OK,183,71,651,651,419.05,344.36,586.67,351.75,513.77,444.81
19,OK,174,69,665,665,415.62,352.1,586.82,358.92,511.99,446.62
20,OK,165,67,684,684,412.49,359.68,588.76,362.18,513.53,458.71
21,OK,164,70,693,693,414.3,365.44,592.91,363.34,517.35,467.83
22,OK,178,78,690,690,427.86,369.5,605.46,367.38,531.11,479.33
23,OK,186,83,699,699,438.24,372.83,618.29,373.66,542.64,491.4
24,OK,198,93,709,709,451.65,388.35,634.33,387.85,562.3,507.85
25,OK,203,102,712,712,456.55,400.17,639.83,395.83,571.63,519.85
26,OK,217,123,705,705,468.27,410.85,649.93,410.88,580.72,539.37
27,OK,239,146,693,693,484.01,424.36,662.38,431.93,598.03,556.5
28,OK,298,203,661,661,526.16,462.91,695.87,475.53,645.89,597.99
29,OK,344,244,633,633,563.02,483.32,723.86,509.76,678.43,624.37
30,OK,394,275,585,585,591.9,487.2,739.8,516.13,707.51,634.17
31,OK,402,259,589,589,599.97,476.86,749.35,503.27,718.88,617.28
32,OK,352,186,639,639,568.21,438.91,732.0,454.38,693.07,564.96
33,OK,299,143,647,647,517.41,405.65,684.08,405.71,643.71,527.31
34,OK,243,94,675,675,479.82,373.91,653.47,379.72,595.28,486.62
35,OK,246,107,648,648,474.5,371.7,641.18,379.42,584.08,486.66
36,OK,241,107,644,644,464.7,371.68,630.43,375.1,579.33,485.47
37,OK,224,96,658,658,454.97,373.74,624.51,371.51,567.32,478.62
38,OK,215,94,660,660,447.75,373.43,617.78,371.98,557.27,477.12
39,OK,200,84,674,674,438.09,371.59,611.6,366.93,549.23,472.87
40,OK,192,81,678,678,432.71,369.97,607.24,366.23,542.21,472.3
41,OK,186,81,680,680,428.36,371.19,603.37,367.66,538.06,474.47
42,OK,187,84,678,678,428.43,370.8,603.07,369.17,537.3,477.19
43,OK,187,87,676,676,427.75,374.0,601.76,371.58,536.15,478.62
44,OK,188,89,674,674,428.26,372.64,601.79,373.8,535.54,480.52
45,OK,190,86,678,678,430.23,372.44,604.77,370.74,541.22,479.81
46,OK,185,84,687,687,429.93,373.68,606.8,375.75,538.15,480.66
47,OK,180,84,684,684,426.87,376.34,603.09,374.66,530.5,478.05
48,OK,204,108,659,659,437.34,387.48,607.16,386.92,545.73,487.13
49,OK,210,119,675,675,450.06,402.03,623.98,398.51,557.82,511.86
50,OK,206,131,648,648,441.33,404.11,608.12,406.06,536.31,505.89
51,OK,168,125,678,678,421.3,405.56,595.6,416.25,507.24,518.45
52,OK,155,118,687,687,408.4,405.63,585.28,407.48,499.92,515.48
53,OK,125,116,687,687,383.18,398.96,559.94,405.38,464.79,516.51
54,OK,132,116,686,686,390.79,393.82,567.06,406.6,471.51,518.22
55,OK,155,106,680,680,407.14,382.97,581.7,398.05,496.03,502.99
56,OK,171,96,689,689,427.47,372.64,603.55,393.74,515.78,498.11
57,OK,202,102,669,669,451.1,369.06,622.25,389.87,535.35,492.62
58,OK,230,89,669,669,474.96,360.19,646.45,377.78,567.6,477.35
59,OK,244,77,675,675,490.4,351.74,663.75,365.99,585.2,470.05
60,OK,256,79,669,669,498.32,354.11,670.23,364.88,597.3,466.71
61,OK,260,89,677,677,502.18,368.26,676.47,374.17,607.35,482.86
62,OK,253,90,676,676,497.42,370.71,671.34,376.63,597.82,483.94
63,OK,252,72,678,678,495.79,363.62,670.53,366.49,600.09,458.74
64,OK,239,57,691,691,488.72,353.94,666.61,358.67,591.94,448.74
65,OK,223,54,691,691,471.28,356.62,649.12,350.51,576.7,446.37
66,OK,200,51,706,706,454.53,365.91,635.96,352.3,562.66,450.08
67,OK,181,62,718,718,440.48,375.85,624.78,360.76,548.4,473.82
68,OK,172,79,726,726,434.31,392.02,620.88,379.2,543.92,499.41
69,OK,181,106,708,708,439.6,402.19,621.89,398.82,539.36,520.81
70,OK,173,131,717,717,435.74,428.63,620.39,423.46,534.87,552.1
71,OK,165,158,749,749,442.49,458.13,635.39,463.66,539.29,603.45
72,OK,168,169,751,751,449.28,465.35,642.42,476.31,541.39,617.34
73,OK,187,156,749,749,461.81,454.02,654.58,462.78,565.67,602.31
74,OK,191,133,758,758,468.09,438.68,663.28,444.04,574.82,583.53
75,OK,197,127,750,750,470.36,433.12,663.58,434.09,577.65,572.12
76,OK,198,127,747,747,469.82,432.51,662.29,434.43,577.32,567.09
77,OK,193,122,749,749,466.75,428.52,659.61,430.3,572.21,562.71
78,OK,185,108,758,758,463.63,421.17,658.85,424.54,567.47,551.22
79,OK,180,110,761,761,460.34,423.49,656.34,427.36,562.73,555.54
80,OK,185,126,750,750,460.11,436.16,653.33,435.85,564.18,566.85
81,OK,177,133,761,761,457.16,442.63,653.0,447.91,559.3,581.18
82,OK,173,145,756,756,454.64,450.82,649.27,458.37,551.74,592.35
83,OK,171,140,760,760,454.58,447.63,650.02,456.7,550.3,589.79
84,OK,184,124,758,758,465.6,432.17,660.51,442.17,563.38,570.52
85,OK,200,126,742,742,477.12,426.15,667.66,440.13,570.98,562.17
86,OK,205,131,738,738,483.22,424.85,672.09,445.59,570.47,564.91
87,OK,207,130,739,739,484.77,425.9,674.1,444.26,573.73,564.64
88,OK,201,134,746,746,481.64,430.69,673.05,448.43,572.12,574.9
89,OK,203,133,740,740,481.3,429.41,671.02,447.78,570.9,568.98
90,OK,200,134,749,749,481.59,432.02,673.56,452.22,572.17,575.39
91,OK,201,135,752,752,481.67,437.1,674.64,453.61,577.0,578.46
92,OK,192,141,761,761,475.63,444.85,670.83,461.63,570.79,590.5
93,OK,180,158,751,751,466.37,451.55,658.66,472.85,548.13,605.29
94,OK,164,155,770,770,459.77,455.21,656.88,477.25,539.98,614.96
95,OK,168,158,767,767,462.06,456.21,658.17,479.21,543.43,614.36
96,OK,166,148,771,771,458.95,454.37,656.76,471.19,545.48,604.73
97,OK,171,149,763,763,460.74,451.72,656.59,469.17,547.04,599.74
98,OK,170,136,771,771,460.63,445.14,658.5,461.65,550.86,588.75
99,OK,161,133,770,770,451.41,447.12,649.43,457.69,542.16,585.22
100,OK,149,133,783,783,446.13,446.45,647.23,460.35,534.83,596.41
101,OK,143,126,786,786,441.28,442.51,643.3,454.61,530.61,590.95
102,OK,139,123,784,784,437.31,439.93,639.09,450.37,525.65,585.07
103,OK,145,122,783,783,441.29,438.98,642.76,448.54,531.32,582.55
104,OK,148,117,787,787,445.93,435.93,648.19,447.95,536.48,578.68
105,OK,157,117,786,786,454.56,435.51,656.58,448.41,546.12,578.85
106,OK,177,140,759,759,462.85,442.01,657.52,460.5,552.01,587.69
107,OK,184,148,756,756,467.57,448.67,661.71,464.34,559.53,597.12
108,OK,179,161,761,761,467.81,457.65,662.8,477.89,554.17,614.81
109,OK,180,161,765,765,471.06,455.44,666.54,481.12,555.87,617.8
110,OK,173,160,777,777,468.07,461.62,667.06,483.95,556.01,624.48
111,OK,173,167,776,776,467.88,467.87,666.28,491.45,555.02,631.76
112,OK,175,171,777,777,469.37,473.28,668.26,494.7,558.66,635.44
113,OK,164,175,795,795,467.76,480.81,670.69,508.41,554.2,650.62
114,OK,161,183,798,798,468.04,486.95,670.96,519.6,550.69,661.71
115,OK,157,190,805,805,471.55,491.19,674.23,534.39,546.35,672.28
116,OK,161,197,808,808,476.42,496.83,679.74,540.75,553.01,683.4
117,OK,158,194,812,812,475.43,496.42,679.89,540.93,551.67,682.19
118,OK,162,200,798,798,473.58,498.2,674.58,540.49,548.29,678.8
119,OK,152,180,808,808,464.56,488.74,669.73,523.02,545.08,662.89
120,OK,156,179,794,794,463.42,482.46,665.32,514.77,541.83,653.9
121,OK,162,174,782,782,464.09,474.64,663.43,504.36,544.02,642.17
122,OK,167,169,779,779,465.55,470.9,664.45,497.21,548.38,632.2
123,OK,175,161,770,770,470.72,460.5,667.01,489.23,551.39,618.74
124,OK,178,160,764,764,471.45,456.39,666.21,484.49,551.52,613.85
125,OK,172,147,772,772,469.55,446.81,666.02,477.53,548.29,604.55
126,OK,173,144,769,769,470.59,441.84,665.92,474.41,547.5,598.67
127,OK,169,132,781,781,468.91,435.91,667.72,465.72,551.18,593.29
128,OK,174,135,771,771,469.21,436.57,665.76,465.55,551.17,590.74
129,OK,171,134,772,772,467.33,436.54,664.09,465.06,549.37,590.19
130,OK,166,134,780,780,466.7,437.35,665.2,467.92,546.21,595.4
131,OK,172,145,769,769,468.94,444.64,664.72,475.1,546.81,599.97
132,OK,176,148,769,769,472.04,446.46,667.75,477.67,550.58,603.06
133,OK,173,149,778,778,473.6,451.24,671.74,480.86,551.78,611.85
134,OK,178,154,777,777,477.54,455.74,675.21,487.68,555.89,613.52
135,OK,180,157,778,778,480.47,458.49,678.18,490.89,560.5,618.61
136,OK,187,163,774,774,483.88,466.17,681.04,495.46,566.6,620.57
137,OK,189,169,773,773,484.52,469.66,681.41,498.67,568.22,627.19
138,OK,194,177,764,764,486.16,474.05,680.68,502.97,568.7,631.04
139,OK,195,176,767,767,488.31,473.51,683.45,503.72,570.66,630.94
140,OK,198,175,765,765,489.77,472.67,684.56,502.15,573.63,628.02
141,OK,197,172,766,766,489.34,473.2,684.64,500.48,574.28,624.64
142,OK,199,173,765,765,489.87,472.02,684.96,499.61,574.65,625.02
143,OK,199,175,764,764,490.37,474.71,685.44,500.43,575.55,627.63
144,OK,197,174,767,767,488.58,474.31,684.52,499.46,574.35,627.97
145,OK,198,174,766,766,489.4,474.72,685.22,499.68,575.14,628.63
146,OK,200,178,767,767,492.42,476.35,687.97,503.5,576.87,633.32
147,OK,200,175,771,771,491.87,476.95,688.84,501.29,580.41,631.08
148,OK,203,177,762,762,492.79,476.88,687.67,500.54,579.53,629.08
149,OK,203,176,764,764,493.97,476.95,689.17,502.43,579.52,627.98
150,OK,201,179,761,761,490.66,478.2,684.95,503.74,574.81,627.88
151,OK,199,173,765,765,491.16,477.01,686.28,503.46,575.18,621.2
152,OK,202,175,763,763,491.74,477.15,686.58,502.47,577.29,622.51
153,OK,206,173,763,763,495.08,475.77,689.8,501.4,582.18,620.96
154,OK,203,174,762,762,493.56,475.67,688.06,501.11,578.79,621.94
155,OK,209,180,755,755,495.4,478.52,688.43,502.68,581.08,624.48
156,OK,204,177,764,764,493.83,478.47,689.21,502.59,581.35,629.43
157,OK,201,175,766,766,491.79,477.31,687.54,501.21,578.49,628.15
158,OK,199,173,770,770,492.04,476.7,688.77,500.92,579.14,628.52
159,OK,200,176,768,768,492.09,477.96,688.28,502.79,578.41,629.75
160,OK,205,179,762,762,493.82,478.49,688.66,502.79,580.98,630.31
161,OK,202,177,766,766,492.68,477.21,688.44,502.08,579.82,631.09
162,OK,204,181,761,761,492.58,479.82,686.97,503.96,578.66,631.7
163,OK,205,182,761,761,493.54,479.79,687.91,504.03,579.71,632.24
164,OK,203,176,765,765,492.73,476.13,688.2,500.87,580.34,628.22
165,OK,202,174,766,766,492.72,475.69,688.56,499.44,581.23,627.67
166,OK,205,176,761,761,492.74,476.08,687.31,499.14,580.03,625.16
167,OK,195,173,777,777,489.43,476.13,688.28,499.24,578.11,635.39
168,OK,190,174,782,782,488.97,475.97,688.58,502.85,574.88,641.22
169,OK,189,160,792,792,488.97,469.31,691.66,492.4,580.92,632.16
170,OK,190,156,792,792,489.69,466.41,692.43,488.37,581.81,628.1
171,OK,189,157,791,791,487.55,467.35,690.39,487.61,580.31,626.81
172,OK,193,161,785,785,487.99,470.26,689.43,488.94,581.38,627.7
173,OK,190,160,789,789,487.46,469.5,689.6,489.62,580.22,629.22
174,OK,192,162,785,785,487.91,470.14,689.01,491.13,579.82,629.23
175,OK,193,164,783,783,488.99,471.34,689.56,492.51,580.3,629.42
176,OK,192,161,787,787,488.11,470.06,689.8,489.91,581.49,629.36
177,OK,193,161,787,787,489.23,470.75,690.98,489.65,583.76,628.67
178,OK,193,156,789,789,490.11,465.2,692.04,487.8,583.0,625.44
179,OK,199,161,780,780,493.11,466.8,692.66,490.1,585.46,624.22
180,OK,206,163,773,773,495.95,471.02,694.04,491.25,590.33,618.5
181,OK,208,167,777,777,499.59,474.85,698.49,496.75,594.65,626.12
182,OK,203,158,787,787,501.04,466.14,702.18,492.06,592.37,623.62
183,OK,217,158,770,770,508.73,459.94,705.13,488.35,597.15,613.58
184,OK,222,154,759,759,510.55,451.53,703.6,482.57,596.81,599.03
185,OK,219,157,754,754,506.36,451.38,698.15,482.16,591.49,601.79
186,OK,210,155,763,763,500.4,453.91,694.54,483.94,585.12,604.56
187,OK,201,149,772,772,495.84,453.15,692.89,480.64,581.48,604.06
188,OK,200,153,775,775,495.47,456.5,693.06,484.98,581.62,610.72
189,OK,207,161,769,769,499.3,460.86,695.38,488.74,586.62,616.58
190,OK,204,158,773,773,497.15,458.41,694.25,485.96,585.34,616.26
191,OK,201,157,775,775,495.77,459.11,693.51,485.52,583.26,617.25
192,OK,206,158,771,771,497.44,459.15,694.34,484.99,586.43,615.67
193,OK,204,157,775,775,497.8,460.22,695.58,487.14,586.84,615.54
194,OK,197,155,783,783,494.59,461.38,694.33,488.36,583.41,618.56
195,OK,204,156,777,777,498.07,460.66,696.49,487.23,588.13,615.58
196,OK,207,157,773,773,498.12,461.49,695.61,485.71,589.23,614.35
197,OK,206,155,765,765,495.77,456.02,691.18,480.43,584.26,607.3
198,OK,212,151,765,765,502.21,451.23,697.01,480.59,589.84,601.74
199,OK,200,140,782,782,497.76,447.32,697.24,474.18,586.33,602.96
200,OK,200,141,782,782,497.43,448.43,697.14,474.31,586.22,603.69
201,OK,204,146,776,776,499.04,449.01,697.18,475.05,587.62,606.22
202,OK,203,148,775,775,497.01,450.22,694.96,475.98,585.72,607.02
203,OK,207,145,778,778,501.29,450.54,699.89,476.3,591.88,605.96
204,OK,211,147,776,776,503.62,451.99,702.12,475.97,596.51,606.3
205,OK,215,156,766,766,504.1,459.04,699.96,483.59,595.66,607.96
206,OK,212,159,766,766,502.26,460.75,697.56,489.04,591.09,609.15
207,OK,209,152,774,774,501.64,457.73,698.98,485.19,592.18,608.43
208,OK,213,156,764,764,501.83,457.43,696.84,483.56,591.86,606.39
209,OK,211,154,768,768,501.44,456.35,697.35,484.24,591.23,606.94
210,OK,211,155,770,770,501.75,457.2,698.22,484.94,592.29,609.74
211,OK,211,159,769,769,501.5,459.66,697.59,487.14,592.32,613.18
212,OK,209,159,771,771,500.39,460.8,696.86,489.05,589.39,614.17
213,OK,206,156,777,777,499.64,460.01,697.78,487.27,590.37,616.05
214,OK,211,159,771,771,501.57,460.59,698.36,486.9,593.28,614.45
215,OK,215,161,766,766,504.05,461.29,699.59,487.65,595.83,615.52
216,OK,211,162,768,768,500.86,462.34,697.04,488.24,591.92,617.86
217,OK,213,163,767,767,501.09,462.45,697.24,486.81,593.67,617.41
218,OK,214,164,767,767,501.35,464.08,697.62,487.1,594.52,618.97
219,OK,212,161,770,770,500.9,462.29,697.71,485.82,595.07,618.06
220,OK,210,161,772,772,501.29,462.54,698.51,488.19,593.64,618.66
221,OK,213,163,771,771,502.88,464.66,699.96,489.72,595.18,620.73
222,OK,210,162,775,775,501.9,463.89,699.62,491.65,593.39,620.49
223,OK,207,161,775,775,499.11,463.92,697.26,487.47,591.6,620.98
224,OK,207,160,778,778,500.21,465.0,699.15,488.2,594.08,622.17
225,OK,209,161,776,776,501.33,465.57,699.95,488.09,595.31,622.13
226,OK,212,162,774,774,503.73,465.22,701.66,489.67,596.89,621.91
227,OK,210,161,775,775,502.38,464.47,700.45,488.95,594.57,621.03
228,OK,211,160,778,778,503.6,464.82,702.5,489.31,597.45,622.44
229,OK,211,161,776,776,503.36,464.9,701.69,490.01,595.85,621.49
230,OK,209,161,779,779,502.1,466.55,701.27,490.12,595.66,623.25
231,OK,212,161,776,776,504.09,465.42,702.39,490.89,596.93,621.45
232,OK,208,160,780,780,502.74,465.67,701.96,490.9,595.43,623.01
233,OK,207,159,782,782,502.94,464.71,702.61,491.34,594.78,623.17
234,OK,210,162,777,777,503.82,464.7,702.06,492.76,594.61,622.72
235,OK,208,161,778,778,502.82,464.44,701.21,491.96,593.51,622.0
236,OK,210,162,777,777,503.28,465.2,701.67,492.19,594.0,621.64
237,OK,209,161,778,778,503.24,465.38,701.99,491.54,594.64,622.64
238,OK,208,160,780,780,501.93,465.85,701.28,490.05,594.92,623.37
239,OK,207,161,780,780,501.19,466.57,700.68,490.49,594.42,624.33
240,OK,204,160,785,785,499.22,468.35,700.2,489.62,593.63,626.72
241,OK,204,159,786,786,499.07,467.31,700.4,488.72,594.43,627.79
242,OK,205,160,784,784,499.14,467.61,700.09,488.47,595.18,627.39
243,OK,204,158,789,789,499.91,466.2,701.95,488.18,597.02,628.0
244,OK,207,164,780,780,499.22,470.31,699.36,488.23,596.5,628.82
245,OK,209,163,781,781,500.77,469.88,700.99,489.92,597.18,628.1
246,OK,208,165,779,779,499.8,470.65,699.49,489.61,596.23,627.92
247,OK,205,162,785,785,498.99,469.9,700.17,489.09,596.16,629.08
248,OK,206,163,782,782,498.88,471.05,699.24,490.35,595.54,628.53
249,OK,207,164,782,782,500.05,471.12,700.61,490.53,596.27,629.46
250,OK,206,161,784,784,500.45,469.35,701.27,490.83,595.99,626.36
251,OK,209,163,778,778,501.71,469.43,700.92,490.69,596.14,625.07
252,OK,210,162,780,780,505.26,467.99,704.58,493.7,596.96,623.7
253,OK,217,173,768,768,505.49,472.83,702.05,496.16,598.44,630.93
254,OK,212,169,782,782,507.28,475.13,707.12,500.69,600.74,633.36
255,OK,213,169,783,783,507.67,474.94,707.68,501.73,600.97,633.05
256,OK,213,169,784,784,507.24,475.75,707.58,501.18,602.75,634.06
257,OK,206,166,792,792,502.88,477.87,705.72,499.02,601.31,635.72
258,OK,210,168,787,787,504.21,477.19,705.85,498.65,601.7,635.67
259,OK,209,168,786,786,503.97,477.07,705.16,499.26,600.67,634.66
260,OK,209,167,786,786,503.95,476.06,705.33,497.83,601.15,634.06
261,OK,212,169,782,782,504.78,476.48,704.9,498.87,601.47,633.71
262,OK,209,167,786,786,503.94,476.81,705.18,498.94,601.14,633.84
263,OK,222,177,771,771,510.38,478.89,707.02,506.0,605.92,631.77
264,OK,217,174,774,774,507.91,477.44,705.21,505.16,601.59,631.72
265,OK,211,170,780,780,504.1,475.31,703.61,499.35,599.16,634.05
266,OK,202,161,791,791,498.16,471.35,700.68,492.56,594.94,630.09
267,OK,194,154,802,802,495.32,468.02,700.83,489.85,592.15,631.48
268,OK,196,155,799,799,495.4,468.64,700.3,488.82,592.89,629.69
269,OK,198,155,797,797,497.04,467.95,701.06,489.72,594.25,629.11
270,OK,195,153,800,800,495.9,467.34,700.78,489.2,593.31,628.84
271,OK,199,156,792,792,496.66,467.1,699.61,488.78,593.61,626.97
272,OK,198,156,792,792,495.12,467.49,698.12,488.64,591.58,627.67
273,OK,196,151,794,794,495.47,461.28,698.74,483.69,589.74,625.48
274,OK,195,145,798,798,497.42,454.82,701.19,481.69,589.17,619.85
275,OK,207,138,784,784,504.76,442.64,704.35,473.15,593.92,604.0
276,OK,217,145,762,762,506.47,442.86,700.74,471.45,594.04,596.64
277,OK,216,143,761,761,504.25,440.17,698.13,468.89,592.15,592.0
278,OK,214,145,763,763,504.1,441.07,698.31,470.27,589.99,597.35
279,OK,216,148,760,760,504.86,442.43,698.42,471.16,590.39,600.31
280,OK,212,146,764,764,504.31,440.79,698.58,472.64,587.57,600.53
281,OK,208,143,771,771,500.99,442.85,697.69,470.64,587.45,600.88
282,OK,209,146,768,768,501.7,443.81,697.65,471.36,587.4,602.64
283,OK,222,159,753,753,504.53,454.63,696.97,478.13,595.77,604.53
284,OK,217,157,754,754,502.12,454.89,694.71,479.5,591.15,602.42
285,OK,219,157,752,752,503.17,454.47,695.12,480.27,591.34,600.32
286,OK,218,159,753,753,502.27,456.05,694.71,481.02,590.98,602.51
287,OK,221,158,750,750,504.77,453.76,696.1,480.32,592.12,600.81
288,OK,225,166,742,742,505.18,458.05,694.85,482.37,593.02,603.87
289,OK,227,165,742,742,506.89,457.11,696.44,480.61,595.91,604.29
290,OK,227,168,738,738,506.62,458.85,695.12,483.96,592.7,604.31
291,OK,226,165,744,744,506.89,456.62,696.85,482.11,594.23,605.1
292,OK,224,164,744,744,505.69,456.8,695.67,482.26,591.62,603.97
293,OK,225,165,744,744,507.07,456.7,697.01,481.61,593.66,605.8
294,OK,221,156,753,753,505.47,452.35,697.61,478.14,593.94,599.99
295,OK,219,150,760,760,506.15,452.66,700.09,478.48,596.46,595.96
296,OK,226,159,748,748,507.88,455.74,698.87,480.49,597.49,599.77
297,OK,219,159,758,758,504.62,458.1,698.28,483.69,595.44,605.41
298,OK,212,155,769,769,501.36,457.98,697.64,484.33,593.9,607.69
299,OK,209,152,774,774,501.13,457.88,698.41,486.03,593.67,607.78
300,OK,208,157,780,780,500.89,462.03,700.05,487.38,595.63,619.86
301,OK,215,159,765,765,502.69,459.11,698.19,483.18,594.89,611.51
302,OK,214,156,771,771,503.49,459.21,700.56,484.51,597.38,612.06
303,OK,214,159,771,771,504.32,461.25,701.0,488.11,596.85,613.52
304,OK,218,162,764,764,505.52,463.09,700.64,487.9,598.57,614.43
305,OK,218,160,767,767,505.44,462.57,701.43,486.32,599.45,611.72
306,OK,215,157,769,769,503.64,461.48,700.27,484.23,597.52,610.21
307,OK,216,160,766,766,504.19,462.3,699.95,487.24,597.3,613.16
308,OK,213,160,773,773,501.59,464.81,699.48,487.47,597.51,616.76
309,OK,203,162,778,778,495.23,468.38,694.5,488.69,591.12,624.72
310,OK,205,160,779,779,497.12,465.59,696.49,488.52,591.95,622.41
311,OK,196,159,787,787,490.02,471.39,692.02,487.5,588.41,626.53
312,OK,198,161,785,785,491.59,472.23,693.0,489.25,588.26,626.07
313,OK,199,161,780,780,492.38,468.68,692.34,489.34,587.4,623.79
314,OK,202,160,779,779,493.54,467.38,693.06,487.85,589.36,620.89
315,OK,202,159,780,780,493.89,467.76,693.8,488.05,590.53,620.82
316,OK,200,160,781,781,492.57,468.64,692.86,488.01,588.68,622.13
317,OK,200,158,782,782,493.17,468.19,693.7,487.53,590.12,621.99
318,OK,197,159,787,787,490.7,470.28,692.51,487.81,588.46,626.55
319,OK,210,161,774,774,499.49,468.37,697.77,488.22,596.68,619.58
320,OK,201,161,781,781,492.93,468.57,693.12,486.98,589.21,625.54
321,OK,202,161,783,783,493.41,470.43,694.37,487.0,592.88,625.32
322,OK,197,159,784,784,490.59,470.19,691.7,487.33,588.32,624.39
323,OK,207,160,775,775,496.61,465.43,695.05,486.03,593.67,619.29
324,OK,210,164,772,772,498.1,469.48,695.84,489.16,595.76,621.8
325,OK,210,163,774,774,498.91,468.25,697.2,488.97,597.06,621.5
326,OK,213,162,773,773,500.92,466.76,698.8,487.69,599.51,619.5
327,OK,214,160,773,773,501.56,465.42,699.41,487.21,599.84,616.29
328,OK,217,159,773,773,504.2,464.31,702.1,485.72,603.53,615.19
329,OK,223,166,762,762,505.77,467.64,700.98,488.53,604.63,617.84
330,OK,223,165,764,764,505.94,467.58,701.82,486.63,606.36,618.33
331,OK,222,165,765,765,506.51,466.46,702.42,487.09,605.39,618.08
332,OK,222,164,768,768,506.74,467.91,703.55,486.47,608.28,619.85
