k,status,x,y,w,h,rx,ry,lx,ly,nx,ny
0,FAILED,,,,,,,,,,
1,OK,47,129,685,685,300.26,427.43,476.34,417.84,391.59,519.43
2,OK,49,157,671,671,293.89,467.37,462.87,459.02,382.97,566.04
3,OK,56,168,657,657,301.85,456.73,467.41,448.13,386.14,552.33
4,OK,66,169,659,659,319.8,455.55,489.92,446.62,409.63,549.26
5,OK,77,172,658,658,330.71,460.84,500.15,453.66,420.33,552.83
6,OK,92,179,659,659,352.28,467.92,522.34,466.65,440.51,567.37
7,OK,98,170,668,668,353.69,447.79,528.3,442.65,445.66,554.98
8,OK,105,153,675,675,361.29,428.36,536.96,424.8,460.57,530.98
9,OK,107,137,677,677,354.24,421.63,528.99,410.21,457.06,506.21
10,OK,106,112,688,688,358.61,405.38,538.31,394.31,461.26,472.42
11,OK,120,106,675,675,382.53,388.41,551.24,415.67,464.88,462.82
12,OK,142,117,651,651,403.28,387.36,556.19,439.54,476.67,471.79
13,OK,140,113,649,649,381.75,384.19,542.63,428.86,463.11,462.73
14,OK,135,113,651,651,376.34,391.18,540.42,428.78,456.18,468.85
15,OK,135,114,653,653,380.45,396.82,545.25,433.22,461.54,469.73
16,OK,131,109,662,662,377.08,401.09,548.25,425.65,462.96,465.58
17,OK,126,101,677,677,377.42,404.8,554.79,422.94,471.15,466.67
18,OK,119,102,688,688,371.5,415.0,551.25,428.44,465.49,487.46
19,OK,110,105,693,693,359.7,416.35,539.1,430.01,451.33,491.45
20,OK,107,116,684,684,350.34,425.18,523.94,434.08,445.82,501.37
21,OK,99,125,686,686,344.84,428.63,521.7,441.62,439.97,524.19
22,OK,89,129,693,693,334.44,435.99,514.9,440.56,436.06,530.16
23,OK,86,135,694,694,337.2,437.86,516.25,445.23,438.81,538.3
24,OK,89,137,695,695,346.14,434.85,525.12,443.39,447.91,536.92
25,OK,93,138,694,694,349.58,433.72,527.84,443.74,449.53,534.61
26,OK,97,140,692,692,353.38,432.57,531.08,442.6,451.95,536.46
27,OK,101,142,688,688,356.38,432.72,532.28,444.07,452.95,536.59
28,OK,102,143,684,684,351.85,432.29,526.73,442.63,449.21,532.74
29,OK,102,142,682,682,350.77,430.77,525.51,442.55,446.27,528.55
30,OK,103,143,680,680,349.78,431.6,524.65,438.66,449.31,531.11
31,OK,99,142,683,683,345.83,431.9,522.62,440.45,444.12,532.93
32,OK,100,154,677,677,344.64,453.78,517.23,462.07,441.25,546.69
33,OK,102,155,684,684,357.12,438.52,533.91,459.49,455.49,553.28
34,OK,104,155,688,688,360.17,439.12,537.38,459.36,458.93,556.69
35,OK,105,157,687,687,358.38,439.7,534.23,460.54,453.43,554.3
36,OK,106,157,688,688,358.53,442.43,535.46,459.61,457.55,554.36
37,OK,105,158,691,691,356.61,446.16,534.78,460.56,458.08,560.19
38,OK,104,159,692,692,355.69,444.99,533.38,461.35,454.78,558.87
39,OK,102,156,694,694,353.72,442.96,532.27,458.95,453.12,554.85
40,OK,102,156,692,692,353.79,440.98,530.98,457.7,452.35,553.88
41,OK,101,158,690,690,350.89,442.22,527.71,453.8,452.57,560.72
42,OK,100,158,690,690,346.98,445.13,524.94,450.57,452.5,560.42
43,OK,97,158,693,693,346.68,448.12,525.75,453.53,451.33,563.98
44,OK,95,160,695,695,345.56,451.01,525.05,457.02,448.4,567.97
45,OK,95,160,694,694,349.21,447.12,527.69,458.28,447.13,563.54
46,OK,94,164,694,694,349.49,449.07,527.33,467.07,442.83,574.19
47,OK,94,165,695,695,350.96,447.49,529.43,465.01,446.09,573.35
48,OK,95,170,693,693,351.64,451.92,529.12,469.01,446.73,583.43
49,OK,106,171,686,686,364.14,453.44,538.87,465.77,463.21,564.91
50,OK,111,174,682,682,362.77,456.45,537.22,467.23,461.99,574.08
51,OK,112,177,680,680,362.82,453.56,536.66,470.86,457.79,576.03
52,OK,113,179,680,680,363.68,451.41,537.73,471.85,458.1,582.99
53,OK,112,180,680,680,361.17,453.04,535.68,471.39,456.73,581.9
