k,status,x,y,w,h,rx,ry,lx,ly,nx,ny
0,FAILED,,,,,,,,,,
1,OK,140,117,741,741,413.85,427.2,604.23,441.87,511.99,540.48
2,OK,137,115,745,745,412.26,429.03,603.72,441.38,510.31,539.49
3,OK,135,115,748,748,411.28,431.51,603.63,443.51,511.95,541.92
4,OK,143,119,741,741,413.85,434.35,604.39,442.88,517.1,540.45
5,OK,146,123,735,735,414.64,436.79,603.78,446.26,517.08,539.28
6,OK,145,120,737,737,414.57,435.57,604.13,443.85,518.29,536.32
7,OK,143,119,738,738,413.48,435.57,603.38,444.46,516.17,537.14
8,OK,136,116,746,746,411.55,433.41,603.53,443.74,512.23,541.21
9,OK,137,115,746,746,411.63,432.68,603.42,442.53,512.66,539.94
10,OK,139,119,739,739,411.7,433.18,601.63,444.32,510.03,538.43
11,OK,139,116,743,743,412.34,433.89,603.43,442.8,513.98,537.53
12,OK,144,120,736,736,414.73,434.1,604.16,444.24,516.2,538.14
13,OK,145,119,738,738,414.78,435.2,604.73,442.86,518.83,537.9
14,OK,145,118,741,741,415.34,434.74,606.17,442.18,520.14,539.32
15,OK,145,117,743,743,416.07,434.15,607.19,443.13,520.73,539.06
16,OK,147,120,737,737,415.29,435.52,605.03,442.3,520.04,538.44
17,OK,141,118,741,741,412.23,435.58,602.86,441.73,515.94,538.08
18,OK,137,114,746,746,411.08,433.7,603.03,442.95,513.13,536.52
19,OK,137,114,748,748,411.28,434.05,603.59,444.92,514.7,536.83
20,OK,139,115,747,747,411.71,434.79,604.08,442.28,516.52,538.79
21,OK,142,118,742,742,413.23,436.05,604.34,442.38,518.56,538.83
22,OK,141,118,741,741,412.33,435.87,603.01,442.84,515.96,536.85
23,OK,138,116,744,744,411.55,435.26,602.96,442.68,514.58,538.35
24,OK,138,116,744,744,411.08,435.76,602.56,442.1,514.6,538.56
25,OK,139,116,740,740,411.07,434.66,601.41,444.91,511.91,534.16
26,OK,135,118,747,747,410.38,434.7,602.48,443.94,511.47,543.41
27,OK,137,116,744,744,410.91,432.81,602.34,443.42,511.73,538.99
28,OK,137,115,742,742,410.32,431.69,601.28,441.32,510.51,536.66
29,OK,131,112,753,753,408.98,430.34,602.74,441.34,509.01,540.16
30,OK,135,110,756,756,413.08,433.6,607.76,440.36,517.52,540.04
31,OK,133,112,748,748,411.05,428.1,603.19,441.07,508.52,537.52
32,OK,136,111,743,743,412.27,423.99,603.12,438.94,508.2,534.3
33,OK,135,113,742,742,411.16,425.72,601.85,439.05,507.03,537.04
34,OK,136,113,743,743,412.42,423.9,603.06,439.92,507.19,536.25
35,OK,136,113,742,742,412.77,424.9,603.28,439.99,507.73,536.09
36,OK,137,115,739,739,411.48,425.63,601.32,438.45,506.71,537.58
37,OK,142,116,735,735,414.35,423.14,602.99,438.07,510.09,535.48
38,OK,140,115,735,735,413.46,422.11,602.06,438.0,506.91,534.91
39,OK,141,114,736,736,415.03,422.82,604.02,438.29,510.3,534.59
40,OK,140,111,738,738,414.79,421.64,604.32,437.09,510.35,532.35
41,OK,142,114,734,734,414.19,422.26,602.86,436.11,510.56,533.78
42,OK,138,112,737,737,411.48,422.85,600.84,434.65,507.1,532.06
43,OK,139,109,738,738,412.79,422.96,602.48,433.95,509.96,528.15
44,OK,135,109,742,742,411.44,423.35,602.0,437.01,506.94,530.84
45,OK,136,110,741,741,411.52,423.09,601.95,436.89,507.01,530.59
46,OK,133,108,743,743,409.34,422.69,600.19,436.32,505.11,530.49
47,OK,135,111,745,745,411.42,425.0,602.96,437.96,508.65,535.65
48,OK,135,110,744,744,411.83,423.4,602.85,438.05,507.62,535.27
49,OK,137,110,742,742,412.63,423.14,603.25,438.38,508.58,533.22
